StatusMonth,Occupation,Score,n,maxsub,minsub
2025-08,233111 Chemical Engineer,95,19,45878.78211342593,45274.698705324074
2025-08,233111 Chemical Engineer,90,26,45781.98058109954,45175.62201898148
2025-08,233111 Chemical Engineer,100,6,45883.47611195602,45181.74791481481
2025-08,233111 Chemical Engineer,105,1,45310.53319876157,45310.53319876157
2025-08,312312 Electrical Engineering Technician,90,5,45494.45075181713,45270.692713888886
2025-08,232111 Architect,90,6,45747.05149146991,45546.86149505787
2025-08,232111 Architect,110,1,45735.574209108796,45735.574209108796
2025-08,234212 Food Technologist,95,7,45888.64976612269,45212.496438807866
2025-08,234212 Food Technologist,90,9,45785.7792503125,45174.407400578704
2025-08,234212 Food Technologist,100,2,45797.924761608796,45699.019470914354
2025-08,312311 Electrical Engineering Draftsperson,90,1,45673.794637962965,45673.794637962965
2025-08,224711 Management Consultant,95,3,45856.700100497685,45275.10495054398
2025-08,224711 Management Consultant,90,24,45739.82009892361,45164.45041053241
2025-08,234711 Veterinarian,95,3,45868.57209097222,45233.83142002315
2025-08,234711 Veterinarian,90,11,45782.890988391206,45236.62122048611
2025-08,241411 Secondary School Teacher,90,8,45859.93555725695,45607.93913024306
2025-08,241411 Secondary School Teacher,85,44,45834.99439861111,45316.71508672454
2025-08,224111 Actuary,95,6,45721.67379664352,45318.93404953704
2025-08,224111 Actuary,90,29,45785.388987962964,45195.733638969905
2025-08,333111 Glazier,65,6,45842.789977546294,45631.01960378472
2025-08,333111 Glazier,75,1,45841.86281759259,45841.86281759259
2025-08,333111 Glazier,70,1,45643.77919424768,45643.77919424768
2025-08,242111 University Lecturer,95,35,45886.838012928245,45361.8193290162
2025-08,242111 University Lecturer,90,84,45889.493894328705,45163.924457326386
2025-08,242111 University Lecturer,85,84,45851.97753070602,45162.61848440972
2025-08,242111 University Lecturer,110,1,45740.92616519676,45740.92616519676
2025-08,242111 University Lecturer,100,14,45882.136692395834,45512.57031863426
2025-08,242111 University Lecturer,105,4,45883.6862477199,45280.524486574075
2025-08,133211 Engineering Manager,90,1,45342.80340899306,45342.80340899306
2025-08,234599 Life Scientists nec,95,5,45852.70752299768,45725.679394942126
2025-08,234599 Life Scientists nec,100,4,45889.4772005787,45733.52949811343
2025-08,254422 Registered Nurse (Mental Health),80,14,45819.46399803241,45279.5079758912
2025-08,254422 Registered Nurse (Mental Health),95,1,45799.91605806713,45799.91605806713
2025-08,254422 Registered Nurse (Mental Health),90,3,45855.8732772338,45308.00582233796
2025-08,254422 Registered Nurse (Mental Health),85,13,45855.65151898148,45377.603516550924
2025-08,312211 Civil Engineering Draftsperson,95,2,45755.35118510417,45702.46938422454
2025-08,312211 Civil Engineering Draftsperson,90,2,45656.931325,45619.419494131944
2025-08,234511 Life Scientist (General),95,16,45861.914338773146,45429.84267693287
2025-08,234511 Life Scientist (General),90,9,45705.408856215276,45209.74943788195
2025-08,234511 Life Scientist (General),100,4,45798.730177314814,45655.42466068287
2025-08,234511 Life Scientist (General),105,4,45851.52537103009,45405.397187118055
2025-08,254423 Registered Nurse (Perioperative),80,11,45849.89632399306,45336.6194221875
2025-08,254423 Registered Nurse (Perioperative),90,3,45832.469308252315,45431.346377662034
2025-08,254423 Registered Nurse (Perioperative),85,5,45830.5315565625,45337.402709456015
2025-08,232212 Surveyor,95,1,45711.663990706016,45711.663990706016
2025-08,254499 Registered Nurses nec,80,415,45845.58292893518,45266.48779991898
2025-08,254499 Registered Nurses nec,95,2,45627.512292708336,45344.85542931713
2025-08,254499 Registered Nurses nec,90,25,45757.45320871528,45316.7338409375
2025-08,254499 Registered Nurses nec,85,183,45887.70928711806,45306.97668422454
2025-08,254499 Registered Nurses nec,105,1,45545.488619097225,45545.488619097225
2025-08,224512 Valuer,90,3,45728.49287457176,45441.780329710644
2025-08,234516 Marine Biologist,95,2,45631.644146377315,45553.48669895833
2025-08,234516 Marine Biologist,90,2,45716.035941979164,45632.76485011574
2025-08,234516 Marine Biologist,105,1,45631.64139841435,45631.64139841435
2025-08,233611 Mining Engineer (excluding Petroleum),95,2,45876.69593920139,45665.43
2025-08,233611 Mining Engineer (excluding Petroleum),90,7,45744.87371565972,45212.430223344905
2025-08,254417 Registered Nurse (Disability and Rehabilitation),80,2,45821.4907446412,45370.69700755787
2025-08,322313 Welder (First Class),90,1,45516.72042855324,45516.72042855324
2025-08,234912 Metallurgist,95,2,45833.81234074074,45513.590466284724
2025-08,234912 Metallurgist,90,1,45299.427473460644,45299.427473460644
2025-08,234912 Metallurgist,100,2,45502.54382222222,45330.39740042824
2025-08,232214 Other Spatial Scientist,90,6,45746.94227241898,45199.59095309028
2025-08,133111 Construction Project Manager,95,1,45637.9358900463,45637.9358900463
2025-08,133111 Construction Project Manager,90,8,45785.933488194445,45543.06038761574
2025-08,133111 Construction Project Manager,100,1,45822.04761554398,45822.04761554398
2025-08,253111 General Practitioner,80,92,45844.68958827546,45359.81371666667
2025-08,253111 General Practitioner,95,1,45337.456672685184,45337.456672685184
2025-08,253111 General Practitioner,90,23,45886.015483877316,45557.774345868056
2025-08,253111 General Practitioner,85,60,45886.04093163194,45469.6898272338
2025-08,234313 Environmental Research Scientist,95,7,45889.87073792824,45476.6393084838
2025-08,234313 Environmental Research Scientist,90,1,45749.974184293984,45749.974184293984
2025-08,234313 Environmental Research Scientist,100,6,45771.39080324074,45311.53666168982
2025-08,234112 Agricultural Scientist,95,11,45806.425074224535,45299.81440775463
2025-08,234112 Agricultural Scientist,90,9,45785.43811134259,45172.70152346065
2025-08,234112 Agricultural Scientist,100,3,45882.426921412036,45576.45447175926
2025-08,234113 Forester,95,3,45745.682432141206,45166.512663113426
2025-08,234113 Forester,90,1,45627.12402392361,45627.12402392361
2025-08,271111 Barrister,95,1,45748.53001863426,45748.53001863426
2025-08,331212 Carpenter,65,134,45813.59535891203,45334.624536655094
2025-08,331212 Carpenter,75,71,45887.643476006946,45192.540331828706
2025-08,331212 Carpenter,70,145,45888.753346446756,45512.67366871527
2025-08,331212 Carpenter,80,26,45887.83988310185,45190.48699236111
2025-08,331212 Carpenter,90,1,45759.51818587963,45759.51818587963
2025-08,331212 Carpenter,85,9,45852.65379471065,45603.77316651621
2025-08,272511 Social Worker,95,1,45604.89257758102,45604.89257758102
2025-08,272511 Social Worker,90,10,45832.752897453705,45614.81040960648
2025-08,272511 Social Worker,85,56,45838.731408645835,45302.637866122684
2025-08,332211 Painting Trades Worker,75,39,45881.62454417824,45580.76823353009
2025-08,332211 Painting Trades Worker,70,42,45753.82078460648,45478.64789664352
2025-08,332211 Painting Trades Worker,80,12,45873.39656292824,45588.59825949074
2025-08,332211 Painting Trades Worker,85,3,45762.41702820602,45603.709415474535
2025-08,342313 Electronic Equipment Trades Worker,110,1,45734.61622777778,45734.61622777778
2025-08,233612 Petroleum Engineer,95,1,45802.70144548611,45802.70144548611
2025-08,233612 Petroleum Engineer,90,1,45178.92166354167,45178.92166354167
2025-08,254415 Registered Nurse (Critical Care and Emergency),80,33,45846.92953005787,45450.47333842592
2025-08,254415 Registered Nurse (Critical Care and Emergency),95,1,45646.68048422453,45646.68048422453
2025-08,254415 Registered Nurse (Critical Care and Emergency),90,1,45826.47120162037,45826.47120162037
2025-08,254415 Registered Nurse (Critical Care and Emergency),85,16,45889.250355358796,45496.50982349537
2025-08,224311 Economist,95,4,45820.14922184028,45350.4646028125
2025-08,224311 Economist,90,4,45687.042109409726,45219.86799305555
2025-08,234514 Biotechnologist,95,8,45884.50502480324,45265.85152523148
2025-08,234514 Biotechnologist,90,9,45713.80304332176,45228.80945543981
2025-08,234514 Biotechnologist,100,6,45869.09631137732,45709.70223981481
2025-08,331111 Bricklayer,65,23,45888.59036519676,45540.79769166667
2025-08,331111 Bricklayer,75,5,45841.530754085645,45456.89096079861
2025-08,331111 Bricklayer,70,15,45862.831552233794,45568.679168090275
2025-08,331111 Bricklayer,80,3,45859.62785385417,45679.632979201386
2025-08,331111 Bricklayer,90,1,45709.42906616898,45709.42906616898
2025-08,331111 Bricklayer,85,1,45747.791517858794,45747.791517858794
2025-08,139912 Environmental Manager,95,1,45312.5798690625,45312.5798690625
2025-08,139912 Environmental Manager,90,1,45296.65903700232,45296.65903700232
2025-08,139911 Arts Administrator or Manager,95,1,45712.864181481484,45712.864181481484
2025-08,139911 Arts Administrator or Manager,90,1,45372.80436805556,45372.80436805556
2025-08,254412 Registered Nurse (Aged Care),80,57,45849.658815358795,45315.21654695602
2025-08,254412 Registered Nurse (Aged Care),90,2,45770.82547650463,45748.549496064814
2025-08,254412 Registered Nurse (Aged Care),85,17,45831.83342060185,45313.73502665509
2025-08,253999 Medical Practitioners nec,80,65,45846.508409918984,45319.02188827546
2025-08,253999 Medical Practitioners nec,90,13,45852.52489494213,45299.69362453704
2025-08,253999 Medical Practitioners nec,85,54,45859.34796508102,45540.84889366898
2025-08,253999 Medical Practitioners nec,100,1,45748.90262792824,45748.90262792824
2025-08,234412 Geophysicist,95,1,45543.604744247685,45543.604744247685
2025-08,234412 Geophysicist,90,1,45585.629028090276,45585.629028090276
2025-08,224113 Statistician,95,22,45867.81657974537,45224.78624070602
2025-08,224113 Statistician,90,32,45782.562287650464,45238.54449533565
2025-08,224113 Statistician,100,2,45644.70237283565,45497.90112704861
2025-08,341111 Electrician (General),65,36,45889.80896570602,45541.77373059028
2025-08,341111 Electrician (General),75,12,45885.83270520833,45561.671743900464
2025-08,341111 Electrician (General),70,18,45889.660231828704,45624.06415744213
2025-08,341111 Electrician (General),80,6,45881.86709140046,45779.72584417824
2025-08,341111 Electrician (General),85,1,45746.50178425926,45746.50178425926
2025-08,341111 Electrician (General),100,1,45563.28621493056,45563.28621493056
2025-08,252511 Physiotherapist,80,52,45850.886566203706,45329.320303472225
2025-08,252511 Physiotherapist,95,2,45763.7720403125,45540.71745755787
2025-08,252511 Physiotherapist,90,9,45828.57553984954,45274.23086597222
2025-08,252511 Physiotherapist,85,34,45884.48499332176,45438.64629806713
2025-08,251211 Medical Diagnostic Radiographer,80,14,45832.853017974536,45338.67931501157
2025-08,251211 Medical Diagnostic Radiographer,90,3,45643.57372195602,45230.85240309028
2025-08,251211 Medical Diagnostic Radiographer,85,5,45855.7778216088,45681.41474302083
2025-08,232213 Cartographer,90,1,45687.052546493054,45687.052546493054
2025-08,312212 Civil Engineering Technician,95,1,45886.38512457176,45886.38512457176
2025-08,312212 Civil Engineering Technician,90,2,45621.53915844907,45607.88437222222
2025-08,253912 Emergency Medicine Specialist,80,6,45841.60762434028,45466.61334980324
2025-08,253912 Emergency Medicine Specialist,95,1,45886.59256377315,45886.59256377315
2025-08,253912 Emergency Medicine Specialist,90,2,45670.97593545139,45612.577577777774
2025-08,253912 Emergency Medicine Specialist,85,3,45712.60970436342,45701.61209517361
2025-08,234312 Environmental Consultant,95,8,45836.487788275466,45204.715668055556
2025-08,234312 Environmental Consultant,90,21,45757.71918047454,45211.54691851852
2025-08,234312 Environmental Consultant,110,1,45555.61694528935,45555.61694528935
2025-08,234312 Environmental Consultant,100,2,45885.91931542824,45469.63543376158
2025-08,234517 Microbiologist,95,2,45735.458396215276,45714.68083842593
2025-08,234517 Microbiologist,90,4,45616.61610945602,45167.60127662037
2025-08,234517 Microbiologist,100,1,45623.776523611115,45623.776523611115
2025-08,232112 Landscape Architect,90,3,45781.997283564815,45605.57845613426
2025-08,252712 Speech Pathologist,80,13,45841.809533912034,45278.5610940162
2025-08,252712 Speech Pathologist,90,5,45838.929558993055,45635.51482037037
2025-08,252712 Speech Pathologist,85,15,45854.58967615741,45454.92721350695
2025-08,234999 Natural and Physical Science Professionals nec,90,1,45561.53477395834,45561.53477395834
2025-08,234914 Physicist,95,2,45823.470116666664,45766.9816184838
2025-08,234914 Physicist,90,2,45778.78100092593,45575.86913359954
2025-08,234914 Physicist,100,4,45672.724591666665,45627.93041045139
2025-08,234914 Physicist,115,1,45749.01573414352,45749.01573414352
2025-08,233112 Materials Engineer,95,10,45846.907963854166,45442.49070243056
2025-08,233112 Materials Engineer,90,9,45752.74165616898,45205.56691122685
2025-08,233112 Materials Engineer,100,3,45670.44188090278,45538.667777662034
2025-08,252411 Occupational Therapist,80,36,45825.986965972224,45323.7860556713
2025-08,252411 Occupational Therapist,95,1,45613.81986076389,45613.81986076389
2025-08,252411 Occupational Therapist,90,2,45623.797840706015,45356.95506018519
2025-08,252411 Occupational Therapist,85,12,45866.67804409722,45604.67029383102
2025-08,234513 Biochemist,95,1,45719.53060246528,45719.53060246528
2025-08,234513 Biochemist,90,5,45680.75890173611,45356.47702766204
2025-08,234611 Medical Laboratory Scientist,95,1,45668.08639178241,45668.08639178241
2025-08,234611 Medical Laboratory Scientist,90,3,45692.64342175926,45588.99312653935
2025-08,234611 Medical Laboratory Scientist,100,1,45738.429933252315,45738.429933252315
2025-08,254425 Registered Nurse (Paediatrics),80,4,45742.647955243054,45393.69267847222
2025-08,254425 Registered Nurse (Paediatrics),90,2,45853.598253819444,45646.13983587963
2025-08,254425 Registered Nurse (Paediatrics),85,7,45876.589179131945,45477.83615721065
2025-08,272399 Psychologists nec,95,1,45734.19088758102,45734.19088758102
2025-08,272399 Psychologists nec,90,1,45668.683554166666,45668.683554166666
2025-08,272399 Psychologists nec,85,6,45777.592266168984,45587.677973645834
2025-08,331211 Carpenter and Joiner,65,5,45814.73626605324,45607.49030185185
2025-08,331211 Carpenter and Joiner,75,4,45807.52438329861,45545.49827581018
2025-08,331211 Carpenter and Joiner,70,7,45889.81991651621,45603.50793148148
2025-08,331211 Carpenter and Joiner,80,1,45777.641562847224,45777.641562847224
2025-08,254111 Midwife,80,12,45846.32764383102,45314.561641203705
2025-08,254111 Midwife,85,4,45870.03016674769,45729.64496184028
2025-08,334111 Plumber (General),65,13,45882.8554747338,45224.80319637732
2025-08,334111 Plumber (General),75,4,45887.39341438658,45586.86643854166
2025-08,334111 Plumber (General),70,7,45853.965375,45513.76625474537
2025-08,334111 Plumber (General),80,3,45690.87363275463,45634.18869548611
2025-08,234413 Hydrogeologist,90,1,45663.9125653588,45663.9125653588
2025-08,254421 Registered Nurse (Medical Practice),80,3,45771.417367013884,45491.1436962963
2025-08,254421 Registered Nurse (Medical Practice),85,1,45367.68302476852,45367.68302476852
2025-08,254424 Registered Nurse (Surgical),80,17,45841.10171952546,45275.95971461805
2025-08,254424 Registered Nurse (Surgical),95,1,45663.98831851852,45663.98831851852
2025-08,254424 Registered Nurse (Surgical),90,1,45671.82712954861,45671.82712954861
2025-08,254424 Registered Nurse (Surgical),85,7,45888.89714221065,45317.48255798611
2025-08,324111 Panelbeater,90,1,45681.75714756944,45681.75714756944
2025-08,224511 Land Economist,90,1,45763.57815486111,45763.57815486111
2025-08,452316 Tennis Coach,95,1,45716.63685737269,45716.63685737269
2025-08,399111 Boat Builder and Repairer,90,1,45646.566090011576,45646.566090011576
2025-08,253312 Cardiologist,80,1,45774.92191420139,45774.92191420139
2025-08,333212 Solid Plasterer,65,5,45806.82847581019,45547.025253125
2025-08,333212 Solid Plasterer,75,3,45866.52030228009,45545.782437766204
2025-08,333411 Wall and Floor Tiler,65,37,45877.632518784725,45525.99121828704
2025-08,333411 Wall and Floor Tiler,75,1,45616.63890038194,45616.63890038194
2025-08,333411 Wall and Floor Tiler,70,13,45876.75736832176,45575.76015324074
2025-08,333411 Wall and Floor Tiler,80,1,45616.59893116898,45616.59893116898
2025-08,333411 Wall and Floor Tiler,85,1,45664.9133147338,45664.9133147338
2025-08,254414 Registered Nurse (Community Health),80,4,45836.15375196759,45720.450775578705
2025-08,254414 Registered Nurse (Community Health),90,1,45790.56637144676,45790.56637144676
2025-08,254414 Registered Nurse (Community Health),85,2,45411.68744818287,45293.667368518516
2025-08,254414 Registered Nurse (Community Health),100,1,45724.94930605324,45724.94930605324
2025-08,254413 Registered Nurse (Child and Family Health),80,2,45848.80381099537,45639.95780023148
2025-08,252711 Audiologist,80,7,45841.98391122685,45344.90144771991
2025-08,252711 Audiologist,90,1,45801.470116435186,45801.470116435186
2025-08,252711 Audiologist,85,3,45873.73117341435,45711.48833680556
2025-08,134213 Primary Health Organisation Manager,90,1,45394.703493981484,45394.703493981484
2025-08,253321 Paediatrician,85,1,45712.48884197917,45712.48884197917
2025-08,253317 Intensive Care Specialist,80,1,45705.101842592594,45705.101842592594
2025-08,253317 Intensive Care Specialist,90,2,45755.92754467593,45723.93744618056
2025-08,253917 Diagnostic and Interventional Radiologist,85,2,45796.749625578705,45744.330617789354
2025-08,331213 Joiner,65,2,45714.13204814815,45694.57542966435
2025-08,331213 Joiner,70,1,45694.981051932875,45694.981051932875
2025-08,331213 Joiner,80,1,45748.52887746528,45748.52887746528
2025-08,234518 Zoologist,90,2,45720.783443900465,45609.91542662037
2025-08,253411 Psychiatrist,80,1,45811.28744568287,45811.28744568287
2025-08,253411 Psychiatrist,85,2,45761.4504349537,45677.95193383102
2025-08,251411 Optometrist,80,3,45828.73601728009,45589.70330274306
2025-08,251411 Optometrist,85,1,45695.86096478009,45695.86096478009
2025-08,251214 Sonographer,80,4,45772.03698302084,45751.27991716435
2025-08,251214 Sonographer,95,3,45783.43756238426,45776.93480396991
2025-08,251214 Sonographer,90,6,45783.450759988424,45776.94477048611
2025-08,251214 Sonographer,85,7,45782.960475925924,45649.79967662037
2025-08,334112 Airconditioning and Mechanical Services Plumber,65,12,45883.07099409722,45705.778248842595
2025-08,334112 Airconditioning and Mechanical Services Plumber,75,3,45873.98221103009,45760.92682769676
2025-08,334112 Airconditioning and Mechanical Services Plumber,70,5,45863.83701322917,45644.70499278935
2025-08,334112 Airconditioning and Mechanical Services Plumber,90,1,45550.52391107639,45550.52391107639
2025-08,334112 Airconditioning and Mechanical Services Plumber,85,1,45765.26180355324,45765.26180355324
2025-08,253318 Neurologist,80,2,45551.77884517361,45537.63202827546
2025-08,334115 Roof Plumber,65,2,45770.418858993056,45553.32614984954
2025-08,334115 Roof Plumber,70,1,45851.76736971065,45851.76736971065
2025-08,334115 Roof Plumber,85,1,45646.467585300925,45646.467585300925
2025-08,272311 Clinical Psychologist,85,2,45764.02770274306,45740.5132724537
2025-08,254411 Nurse Practitioner,95,1,45565.279126469904,45565.279126469904
2025-08,254411 Nurse Practitioner,85,1,45611.07929297454,45611.07929297454
2025-08,251212 Medical Radiation Therapist,80,1,45792.60406704861,45792.60406704861
2025-08,252611 Podiatrist,80,1,45810.893828472224,45810.893828472224
2025-08,252611 Podiatrist,90,2,45520.92722815972,45516.09383521991
2025-08,253311 Specialist Physician (General Medicine),80,2,45756.809749155094,45752.937615428236
2025-08,253311 Specialist Physician (General Medicine),90,1,45659.06237673611,45659.06237673611
2025-08,253324 Thoracic Medicine Specialist,80,1,45653.86094991898,45653.86094991898
2025-08,333211 Fibrous Plasterer,65,1,45628.7542715625,45628.7542715625
2025-08,333211 Fibrous Plasterer,75,1,45848.84672144676,45848.84672144676
2025-08,334114 Gasfitter,65,2,45884.95253761574,45543.886036805554
2025-08,334114 Gasfitter,75,1,45860.01079270833,45860.01079270833
2025-08,334114 Gasfitter,70,1,45605.054845289356,45605.054845289356
2025-08,253514 Orthopaedic Surgeon,85,1,45710.808995405096,45710.808995405096
2025-08,331112 Stonemason,65,1,45824.74366982639,45824.74366982639
2025-08,331112 Stonemason,75,1,45512.74914753472,45512.74914753472
2025-08,253914 Ophthalmologist,80,1,45819.600434224536,45819.600434224536
2024-11,261312 Developer Programmer,95,143,45582.04323607639,44875.549867939815
2024-11,261312 Developer Programmer,100,16,45593.806548726854,44904.73413159722
2024-11,261312 Developer Programmer,105,2,45574.68167789352,45401.92913869213
2024-11,321211 Motor Mechanic (General),95,3,45459.54365771991,44904.4194278588
2024-11,321211 Motor Mechanic (General),90,6,45553.87700061343,44903.686472650465
2024-11,233211 Civil Engineer,95,20,45574.70829459491,44900.62494513889
2024-11,233211 Civil Engineer,90,260,45603.24132862269,44886.5469434375
2024-11,233211 Civil Engineer,85,13,44911.59788515046,44877.96402028935
2024-11,233211 Civil Engineer,100,1,45531.716317708335,45531.716317708335
2024-11,233211 Civil Engineer,105,1,45507.91466851852,45507.91466851852
2024-11,241111 Early Childhood (Pre-primary School) Teacher,75,341,45602.48449710648,45016.66432103009
2024-11,241111 Early Childhood (Pre-primary School) Teacher,70,2,45092.45389131944,45072.48817376157
2024-11,241111 Early Childhood (Pre-primary School) Teacher,80,203,45597.59179965278,44873.91620355324
2024-11,241111 Early Childhood (Pre-primary School) Teacher,95,1,45574.541395486114,45574.541395486114
2024-11,241111 Early Childhood (Pre-primary School) Teacher,90,2,45575.89254760416,45466.58851392361
2024-11,241111 Early Childhood (Pre-primary School) Teacher,85,41,45602.86309413194,45279.74875636574
2024-11,261111 ICT Business Analyst,95,233,45579.6162315625,44880.54541056713
2024-11,261111 ICT Business Analyst,110,1,45495.624203506944,45495.624203506944
2024-11,261111 ICT Business Analyst,100,28,45562.10480528935,44905.5376209838
2024-11,261313 Software Engineer,95,224,45581.001654085645,44883.79816751157
2024-11,261313 Software Engineer,100,32,45589.055984722225,44905.44273376158
2024-11,261313 Software Engineer,105,1,45574.65174722222,45574.65174722222
2024-11,221111 Accountant (General),95,259,45572.57591056713,44879.82417619213
2024-11,221111 Accountant (General),100,30,45565.531135150464,44903.913853969905
2024-11,262112 ICT Security Specialist,95,167,45570.410383912036,44883.790401736114
2024-11,262112 ICT Security Specialist,100,3,45565.74873880787,44908.99124869213
2024-11,221213 External Auditor,95,13,45559.45804394676,44903.71811072917
2024-11,221213 External Auditor,90,277,45601.824614930556,44903.76065952546
2024-11,221213 External Auditor,85,34,44915.54328730324,44903.46813359954
2024-11,233512 Mechanical Engineer,95,22,45585.910592326385,44903.497374687504
2024-11,233512 Mechanical Engineer,90,277,45602.83255532407,44872.474692592594
2024-11,233512 Mechanical Engineer,85,22,44915.63151284722,44873.481329166665
2024-11,233512 Mechanical Engineer,100,2,45546.7210565162,45412.557827743054
2024-11,233999 Engineering Professionals nec,95,2,45464.73370459491,45070.702776157406
2024-11,233999 Engineering Professionals nec,90,35,45599.76647584491,44873.5988119213
2024-11,233999 Engineering Professionals nec,85,2,44905.833909803245,44905.754624733796
2024-11,234111 Agricultural Consultant,95,3,45554.281781944446,45149.67766901621
2024-11,234111 Agricultural Consultant,90,6,45536.87260355324,44982.946257986114
2024-11,234111 Agricultural Consultant,85,2,44912.67315188657,44896.4643133912
2024-11,254418 Registered Nurse (Medical),75,55,45600.38791207176,45104.47272615741
2024-11,254418 Registered Nurse (Medical),70,1,45078.81970069445,45078.81970069445
2024-11,254418 Registered Nurse (Medical),80,6,45569.18602936342,45316.53264236111
2024-11,254418 Registered Nurse (Medical),90,3,45590.57470408565,45389.410728159724
2024-11,254418 Registered Nurse (Medical),85,4,45576.8542869213,45280.68460540509
2024-11,351311 Chef,95,1,45559.41413075232,45559.41413075232
2024-11,351311 Chef,90,53,45597.73986195602,44875.606927430556
2024-11,351311 Chef,85,1,44890.979057557866,44890.979057557866
2024-11,351311 Chef,100,1,45540.96098070602,45540.96098070602
2024-11,233411 Electronics Engineer,95,12,45590.382306747684,45019.86499386574
2024-11,233411 Electronics Engineer,90,77,45601.48567858797,44903.74926646991
2024-11,233411 Electronics Engineer,85,8,44914.77551709491,44881.66602858796
2024-11,233411 Electronics Engineer,100,2,45590.53563356481,45081.812397534726
2024-11,261112 Systems Analyst,95,71,45573.013231481484,44895.58334059028
2024-11,261112 Systems Analyst,100,6,45471.598847534726,44904.78301099537
2024-11,233912 Agricultural Engineer,90,3,45477.26657395833,45223.95717908565
2024-11,263111 Computer Network and Systems Engineer,95,94,45566.996841817134,44892.846047534724
2024-11,263111 Computer Network and Systems Engineer,100,6,45543.6515409375,44908.75721041667
2024-11,234211 Chemist,90,10,45593.72729065972,44878.09787673611
2024-11,234211 Chemist,100,1,45397.92288417824,45397.92288417824
2024-11,271311 Solicitor,95,4,45282.21060590278,44945.147523761574
2024-11,271311 Solicitor,90,61,45568.366936770835,44903.679578090276
2024-11,271311 Solicitor,85,1,44909.33608287037,44909.33608287037
2024-11,233111 Chemical Engineer,95,9,45550.99608271991,45075.635977314814
2024-11,233111 Chemical Engineer,90,43,45589.79210038194,44891.51903869213
2024-11,233111 Chemical Engineer,85,4,44910.49195494213,44877.43253460648
2024-11,233111 Chemical Engineer,100,2,45532.48507144676,45531.47379108796
2024-11,233914 Engineering Technologist,95,9,45568.73286697917,44903.79347415509
2024-11,233914 Engineering Technologist,90,144,45594.75839027778,44873.90788584491
2024-11,233914 Engineering Technologist,85,13,44915.57984479167,44872.47322079861
2024-11,233914 Engineering Technologist,100,2,45590.54905127315,45280.79323263889
2024-11,233914 Engineering Technologist,105,1,45531.483466122685,45531.483466122685
2024-11,312312 Electrical Engineering Technician,90,1,45494.45075181713,45494.45075181713
2024-11,233913 Biomedical Engineer,90,23,45576.6467496875,44912.97777068287
2024-11,233913 Biomedical Engineer,85,1,44876.00425208334,44876.00425208334
2024-11,221214 Internal Auditor,95,2,45126.3175621875,44968.48334895833
2024-11,221214 Internal Auditor,90,13,45598.041119560185,44995.76073854166
2024-11,261399 Software and Applications Programmers nec,95,23,45600.82597708333,44935.56317962963
2024-11,261399 Software and Applications Programmers nec,90,82,45601.74000366898,44905.3832528125
2024-11,261399 Software and Applications Programmers nec,85,3,44915.36191253472,44887.66385844907
2024-11,261399 Software and Applications Programmers nec,100,1,45565.70539540509,45565.70539540509
2024-11,261399 Software and Applications Programmers nec,105,1,45512.48707164352,45512.48707164352
2024-11,233513 Production or Plant Engineer,95,2,45476.604928043984,44912.58458888889
2024-11,233513 Production or Plant Engineer,90,34,45597.83158179398,44966.30370940972
2024-11,233311 Electrical Engineer,95,10,45559.65389174769,44883.89155431713
2024-11,233311 Electrical Engineer,90,117,45590.57188541666,44881.612463391204
2024-11,233311 Electrical Engineer,85,6,44907.893776585646,44873.681422187496
2024-11,232111 Architect,75,117,45601.70973163194,44872.526590625
2024-11,232111 Architect,70,21,45065.447185763885,44872.779725266206
2024-11,232111 Architect,80,63,45595.894166666665,44876.61219313658
2024-11,232111 Architect,95,1,45546.86149505787,45546.86149505787
2024-11,232111 Architect,90,5,45566.546214699076,45100.74024267361
2024-11,232111 Architect,85,23,45589.79569733796,44903.85335347222
2024-11,232111 Architect,105,1,45527.29932650463,45527.29932650463
2024-11,234212 Food Technologist,90,17,45553.89430810185,44874.601936886575
2024-11,221112 Management Accountant,95,24,45552.53867800926,44880.81363109954
2024-11,221112 Management Accountant,100,4,45513.80163445602,45210.66590555556
2024-11,224711 Management Consultant,95,4,45588.864849537036,45075.71782021991
2024-11,224711 Management Consultant,90,28,45600.98049548611,44943.553712037035
2024-11,224711 Management Consultant,85,1,44912.66629853009,44912.66629853009
2024-11,234711 Veterinarian,90,10,45585.82629479167,44966.71983703704
2024-11,234711 Veterinarian,85,1,44878.56690983796,44878.56690983796
2024-11,234711 Veterinarian,115,1,45515.70188105324,45515.70188105324
2024-11,241411 Secondary School Teacher,75,88,45600.97107280092,45093.496395636575
2024-11,241411 Secondary School Teacher,70,3,45090.41807384259,45072.77923619213
2024-11,241411 Secondary School Teacher,80,43,45596.806561192134,45160.18039332176
2024-11,241411 Secondary School Teacher,95,1,45580.63992554398,45580.63992554398
2024-11,241411 Secondary School Teacher,85,9,45597.544129050926,45418.57860841435
2024-11,134111 Child Care Centre Manager,75,1,45294.34077523148,45294.34077523148
2024-11,224111 Actuary,95,2,45548.609021261575,44984.57574714121
2024-11,224111 Actuary,90,28,45595.836411805554,44903.72909158565
2024-11,224111 Actuary,85,1,44914.82247971065,44914.82247971065
2024-11,242111 University Lecturer,95,14,45597.628570520836,44953.93450292824
2024-11,242111 University Lecturer,90,71,45599.80580667824,44907.96818950232
2024-11,242111 University Lecturer,100,4,45585.68975494213,45125.59575381945
