OccGroup,Score,pool_n,pm,n,im,state,round
3513 Chefs,50,15.0,2026-06-22 04:54:35.999999910,0.0,,UNTOUCHED,2025-08
3513 Chefs,55,40.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-08
3513 Chefs,60,108.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2025-08
3513 Chefs,65,630.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-08
3513 Chefs,70,637.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-08
3513 Chefs,75,480.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-08
3513 Chefs,80,257.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-08
3513 Chefs,85,139.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2025-08
3513 Chefs,90,61.0,2026-08-06 04:55:26.999999886,0.0,,UNTOUCHED,2025-08
3513 Chefs,95,15.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2025-08
3513 Chefs,100,1.0,2026-06-01 04:57:11.999999914,0.0,,UNTOUCHED,2025-08
3513 Chefs,105,3.0,2026-06-20 04:54:59.999999860,0.0,,UNTOUCHED,2025-08
3611 Animal Attendants and Trainers,65,1.0,2025-12-05 04:57:00.000000250,0.0,,UNTOUCHED,2025-08
3611 Animal Attendants and Trainers,70,1.0,2024-10-24 20:02:52.000000814,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,50,2.0,2025-09-01 04:54:26.999999691,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,55,1.0,2026-05-29 04:55:04.000000163,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,65,15.0,2026-08-08 04:56:11.999999719,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,70,8.0,2026-06-28 05:05:09.000000144,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,75,1.0,2025-08-05 04:55:15.999999827,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,80,1.0,2025-08-22 04:54:16.999999237,0.0,,UNTOUCHED,2025-08
3941 Cabinetmakers,85,1.0,2025-08-20 04:55:26.999999886,0.0,,UNTOUCHED,2025-08
3991 Boat Builders and Shipwrights,65,2.0,2025-09-03 04:55:04.000000163,0.0,,UNTOUCHED,2025-08
3991 Boat Builders and Shipwrights,75,3.0,2025-08-28 04:57:48.000000159,0.0,,UNTOUCHED,2025-08
3991 Boat Builders and Shipwrights,80,1.0,2025-03-09 05:21:50.000000287,0.0,,UNTOUCHED,2025-08
3991 Boat Builders and Shipwrights,90,2.0,2025-07-25 11:49:21.999999849,1.0,2025-04-22 04:52:47.000000202,PARTIAL,2025-08
"4523 Sports Coaches, Instructors and Officials",60,1.0,2026-03-27 04:54:48.000000196,0.0,,UNTOUCHED,2025-08
"4523 Sports Coaches, Instructors and Officials",65,2.0,2024-10-29 04:58:23.000000168,0.0,,UNTOUCHED,2025-08
"4523 Sports Coaches, Instructors and Officials",70,1.0,2025-11-11 04:54:56.999999784,0.0,,UNTOUCHED,2025-08
"4523 Sports Coaches, Instructors and Officials",85,1.0,2026-01-13 04:57:53.000000066,0.0,,UNTOUCHED,2025-08
"4523 Sports Coaches, Instructors and Officials",90,1.0,2026-03-06 04:54:35.999999910,0.0,,UNTOUCHED,2025-08
"4523 Sports Coaches, Instructors and Officials",95,1.0,2025-06-13 12:31:59.999999972,1.0,2025-06-13 12:31:59.999999972,CLEARED,2025-08
1331 Construction Managers,40,2.0,2026-05-18 04:56:52.000000267,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,45,3.0,2026-01-24 04:57:40.999999780,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,50,12.0,2026-06-30 04:59:01.000000245,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,55,37.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,60,43.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,65,245.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,70,256.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,75,255.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,80,146.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2025-11
1331 Construction Managers,85,68.0,2026-05-16 04:54:59.000000256,57.0,2026-04-28 04:54:48.000000196,PARTIAL,2025-11
1331 Construction Managers,90,15.0,2026-05-03 05:10:08.000000261,18.0,2026-05-03 05:10:08.000000261,CLEARED,2025-11
1331 Construction Managers,95,1.0,2025-10-21 04:55:41.000000013,3.0,2026-01-24 04:57:40.999999780,CLEARED,2025-11
1331 Construction Managers,100,1.0,2025-06-14 01:08:33.000000270,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,40,1.0,2026-01-28 04:57:18.000000057,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,45,2.0,2026-07-30 04:56:28.999999921,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,50,1.0,2025-06-14 04:54:00.000000296,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,55,12.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,60,8.0,2026-06-21 05:01:56.999999896,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,65,48.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,70,47.0,2026-08-15 04:55:31.000000189,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,75,45.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,80,14.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2025-11
1332 Engineering Managers,85,17.0,2026-08-04 04:59:14.000000144,18.0,2026-04-11 05:09:01.999999923,PARTIAL,2025-11
1332 Engineering Managers,90,1.0,2025-10-14 17:59:21.999999914,1.0,2025-10-14 17:59:21.999999914,CLEARED,2025-11
1332 Engineering Managers,95,0.0,,1.0,2026-01-23 04:57:35.000000259,PARTIAL,2025-11
1341 Child Care Centre Managers,60,1.0,2026-07-06 04:58:17.000000016,0.0,,UNTOUCHED,2025-11
1341 Child Care Centre Managers,65,4.0,2026-03-18 04:54:37.999999742,0.0,,UNTOUCHED,2025-11
1341 Child Care Centre Managers,70,7.0,2026-07-22 04:56:30.999999762,0.0,,UNTOUCHED,2025-11
1341 Child Care Centre Managers,75,1.0,2025-06-12 04:54:15.000000027,1.0,2025-06-12 04:54:15.000000027,CLEARED,2025-11
1341 Child Care Centre Managers,80,1.0,2025-10-04 04:55:29.999999953,1.0,2025-10-04 04:55:29.999999953,CLEARED,2025-11
1342 Health and Welfare Services Managers,55,2.0,2025-10-24 04:54:40.000000213,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,60,3.0,2026-01-01 04:54:35.000000305,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,65,9.0,2026-07-28 05:01:53.999999829,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,70,9.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,75,3.0,2026-05-08 04:56:01.999999896,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,80,3.0,2026-08-04 04:59:14.000000144,0.0,,UNTOUCHED,2025-11
1342 Health and Welfare Services Managers,85,1.0,2026-02-08 04:55:41.000000013,1.0,2026-02-08 04:55:41.000000013,CLEARED,2025-11
1342 Health and Welfare Services Managers,90,2.0,2025-11-08 04:56:19.999999703,2.0,2025-11-08 04:56:19.999999703,CLEARED,2025-11
1399 Other Specialist Managers,55,4.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,60,5.0,2026-08-05 04:57:06.999999998,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,65,20.0,2026-06-19 04:55:53.000000307,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,70,19.0,2026-02-08 04:55:41.000000013,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,75,20.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,80,10.0,2026-08-04 04:59:14.000000144,0.0,,UNTOUCHED,2025-11
1399 Other Specialist Managers,85,4.0,2026-03-29 05:24:47.000000174,7.0,2026-03-29 05:24:47.000000174,CLEARED,2025-11
1399 Other Specialist Managers,90,7.0,2026-01-13 04:57:53.000000066,7.0,2026-01-13 04:57:53.000000066,CLEARED,2025-11
1399 Other Specialist Managers,95,2.0,2025-10-30 17:29:16.999999794,2.0,2025-10-30 17:29:16.999999794,CLEARED,2025-11
"2111 Actors, Dancers and Other Entertainers",75,1.0,2026-03-31 04:57:27.000000276,0.0,,UNTOUCHED,2025-11
"2111 Actors, Dancers and Other Entertainers",80,2.0,2026-04-01 04:56:03.000000131,0.0,,UNTOUCHED,2025-11
2112 Music Professionals,65,1.0,2025-06-17 13:42:02.999999908,0.0,,UNTOUCHED,2025-11
2112 Music Professionals,70,1.0,2026-07-13 04:58:58.000000177,0.0,,UNTOUCHED,2025-11
2211 Accountants,35,1.0,2025-10-09 04:55:10.000000315,0.0,,UNTOUCHED,2025-11
2211 Accountants,45,5.0,2026-01-02 04:57:05.000000166,0.0,,UNTOUCHED,2025-11
2211 Accountants,50,3.0,2026-04-22 04:54:37.999999742,0.0,,UNTOUCHED,2025-11
2211 Accountants,55,20.0,2026-07-27 05:01:28.000000038,0.0,,UNTOUCHED,2025-11
2211 Accountants,60,86.0,2026-08-18 04:56:31.999999989,0.0,,UNTOUCHED,2025-11
2211 Accountants,65,533.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2211 Accountants,70,850.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2211 Accountants,75,805.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2211 Accountants,80,685.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2211 Accountants,85,729.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2211 Accountants,90,477.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2211 Accountants,95,200.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2211 Accountants,100,59.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
2211 Accountants,105,2.0,2025-07-06 04:54:00.999999901,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",45,1.0,2025-09-07 05:04:34.999999740,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",50,1.0,2025-11-12 04:55:34.999999870,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",55,9.0,2026-04-14 04:56:25.999999846,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",60,49.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",65,259.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",70,388.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",75,367.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",80,384.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",85,377.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",90,192.0,2026-08-13 04:57:24.999999805,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",95,39.0,2026-08-03 04:59:30.000000111,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",100,3.0,2026-02-11 04:59:14.000000144,0.0,,UNTOUCHED,2025-11
"2212 Auditors, Company Secretaries and Corporate Treasurers",105,1.0,2025-07-13 05:15:55.000000287,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",40,1.0,2025-12-01 04:55:02.999999936,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",50,1.0,2025-10-24 00:41:13.999999977,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",60,8.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",65,31.0,2026-06-14 05:12:00.000000046,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",70,46.0,2026-08-25 04:57:32.999999797,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",75,51.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",80,65.0,2026-08-26 04:55:23.000000206,0.0,,UNTOUCHED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",85,85.0,2026-06-19 04:55:53.000000307,79.0,2026-06-19 04:55:53.000000307,CLEARED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",90,91.0,2026-03-26 04:55:58.999999820,98.0,2026-03-26 04:55:58.999999820,CLEARED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",95,9.0,2025-10-30 09:53:08.999999894,10.0,2025-11-11 15:56:00.000000268,CLEARED,2025-11
"2241 Actuaries, Mathematicians and Statisticians",100,1.0,2025-04-22 16:58:17.000000016,1.0,2025-04-22 16:58:17.000000016,CLEARED,2025-11
2243 Economists,55,2.0,2025-08-28 16:22:40.999999846,0.0,,UNTOUCHED,2025-11
2243 Economists,60,4.0,2026-07-22 04:56:30.999999762,0.0,,UNTOUCHED,2025-11
2243 Economists,65,14.0,2026-07-26 05:06:30.000000222,0.0,,UNTOUCHED,2025-11
2243 Economists,70,8.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2025-11
2243 Economists,75,15.0,2026-08-10 04:58:42.999999816,0.0,,UNTOUCHED,2025-11
2243 Economists,80,18.0,2026-08-04 04:59:14.000000144,0.0,,UNTOUCHED,2025-11
2243 Economists,85,16.0,2025-11-07 04:54:40.000000213,13.0,2025-11-07 04:54:40.000000213,CLEARED,2025-11
2243 Economists,90,5.0,2025-10-16 07:52:44.000000126,6.0,2025-11-12 09:35:15.999999901,CLEARED,2025-11
2243 Economists,95,1.0,2025-09-16 22:02:51.999999766,1.0,2025-09-16 22:02:51.999999766,CLEARED,2025-11
2245 Land Economists and Valuers,60,2.0,2026-05-01 05:10:19.999999925,0.0,,UNTOUCHED,2025-11
2245 Land Economists and Valuers,65,6.0,2026-07-22 04:56:30.999999762,0.0,,UNTOUCHED,2025-11
2245 Land Economists and Valuers,70,12.0,2026-05-23 04:57:35.000000259,0.0,,UNTOUCHED,2025-11
2245 Land Economists and Valuers,75,15.0,2026-08-14 04:55:58.999999820,0.0,,UNTOUCHED,2025-11
2245 Land Economists and Valuers,80,15.0,2026-08-20 04:58:58.999999782,0.0,,UNTOUCHED,2025-11
2245 Land Economists and Valuers,85,20.0,2026-08-11 05:03:38.000000252,16.0,2026-04-25 04:55:10.000000315,PARTIAL,2025-11
2245 Land Economists and Valuers,90,2.0,2025-09-16 20:55:27.999999909,2.0,2025-09-16 20:55:27.999999909,CLEARED,2025-11
2247 Management and Organisation Analysts,50,1.0,2026-02-17 04:54:03.999999968,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,55,1.0,2025-09-27 04:55:47.000000156,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,60,2.0,2026-07-21 04:59:38.000000094,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,65,28.0,2026-08-23 05:01:10.000000231,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,70,36.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,75,53.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,80,64.0,2026-08-04 20:14:34.000000209,0.0,,UNTOUCHED,2025-11
2247 Management and Organisation Analysts,85,69.0,2026-08-04 04:59:14.000000144,67.0,2026-05-24 05:14:24.999999990,PARTIAL,2025-11
2247 Management and Organisation Analysts,90,44.0,2026-04-03 04:54:53.999999717,49.0,2026-04-08 04:54:18.000000103,CLEARED,2025-11
2247 Management and Organisation Analysts,95,6.0,2025-10-29 18:58:11.000000087,6.0,2025-10-29 18:58:11.000000087,CLEARED,2025-11
2321 Architects and Landscape Architects,55,3.0,2026-03-05 04:56:11.000000114,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,60,16.0,2026-08-06 04:55:26.999999886,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,65,98.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,70,145.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,75,156.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,80,111.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2321 Architects and Landscape Architects,85,79.0,2026-05-06 04:57:21.999999738,53.0,2026-05-06 04:57:21.999999738,CLEARED,2025-11
2321 Architects and Landscape Architects,90,25.0,2026-01-13 04:57:53.000000066,30.0,2026-04-11 05:09:01.999999923,CLEARED,2025-11
2321 Architects and Landscape Architects,110,1.0,2025-08-16 04:59:09.000000228,1.0,2025-08-16 04:59:09.000000228,CLEARED,2025-11
2322 Cartographers and Surveyors,55,3.0,2025-11-18 04:59:04.999999925,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,60,5.0,2026-03-18 04:54:37.999999742,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,65,39.0,2026-08-06 04:55:26.999999886,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,70,30.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,75,32.0,2026-08-11 05:03:38.000000252,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,80,18.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2025-11
2322 Cartographers and Surveyors,85,25.0,2026-05-14 04:54:32.999999834,18.0,2026-05-14 04:54:32.999999834,CLEARED,2025-11
2322 Cartographers and Surveyors,90,8.0,2025-10-12 09:19:12.000000230,10.0,2025-10-12 09:19:12.000000230,CLEARED,2025-11
2322 Cartographers and Surveyors,95,3.0,2025-09-30 04:55:18.000000298,3.0,2025-09-30 04:55:18.000000298,CLEARED,2025-11
2322 Cartographers and Surveyors,100,0.0,,1.0,2025-11-07 16:32:39.000000079,PARTIAL,2025-11
2331 Chemical and Materials Engineers,40,1.0,2026-07-17 04:59:30.999999716,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,45,1.0,2025-10-28 14:20:02.999999797,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,50,2.0,2026-05-18 04:56:52.000000267,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,55,11.0,2026-08-11 05:03:38.000000252,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,60,18.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,65,99.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,70,111.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,75,122.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,80,137.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2331 Chemical and Materials Engineers,85,121.0,2026-08-29 05:03:29.000000033,106.0,2026-08-19 04:55:55.999999752,PARTIAL,2025-11
2331 Chemical and Materials Engineers,90,52.0,2026-08-26 04:55:23.000000206,57.0,2026-08-26 04:55:23.000000206,CLEARED,2025-11
2331 Chemical and Materials Engineers,95,10.0,2026-06-25 05:01:32.999999946,12.0,2026-06-09 04:54:02.999999733,PARTIAL,2025-11
2331 Chemical and Materials Engineers,100,2.0,2025-09-01 11:09:28.000000344,2.0,2025-09-01 11:09:28.000000344,CLEARED,2025-11
2331 Chemical and Materials Engineers,105,1.0,2025-02-23 20:21:31.000000245,1.0,2025-02-23 20:21:31.000000245,CLEARED,2025-11
2332 Civil Engineering Professionals,40,2.0,2026-03-08 05:01:02.000000248,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,45,6.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,50,21.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,55,68.0,2026-08-15 04:55:31.000000189,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,60,140.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,65,694.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,70,811.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,75,876.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,80,721.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,85,595.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,90,291.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,95,59.0,2026-08-15 04:55:31.000000189,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,100,17.0,2026-07-27 05:01:28.000000038,0.0,,UNTOUCHED,2025-11
2332 Civil Engineering Professionals,105,1.0,2026-01-27 05:03:16.000000133,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,45,5.0,2026-05-25 05:00:53.000000029,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,50,9.0,2026-06-07 05:05:34.999999935,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,55,31.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,60,84.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,65,278.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,70,301.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,75,311.0,2026-08-22 04:57:27.000000276,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,80,290.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,85,226.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,90,106.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,95,39.0,2026-08-24 04:55:15.999999827,0.0,,UNTOUCHED,2025-11
2333 Electrical Engineers,100,9.0,2026-06-04 04:55:44.999999693,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,45,4.0,2026-06-08 04:54:29.999999759,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,50,13.0,2026-08-19 04:55:55.999999752,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,55,21.0,2026-08-27 04:59:08.000000001,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,60,50.0,2026-08-17 04:55:06.000000003,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,65,171.0,2026-08-28 04:55:18.999999903,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,70,167.0,2026-08-29 05:03:29.000000033,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,75,193.0,2026-09-02 05:00:32.000000146,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,80,175.0,2026-08-30 05:07:51.000000300,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,85,142.0,2026-09-01 05:03:54.000000218,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,90,76.0,2026-08-31 05:04:37.000000211,0.0,,UNTOUCHED,2025-11
2334 Electronics Engineers,95,18.0,2026-08-21 04:59:33.999999792,0.0,,UNTOUCHED,2025-11
