StatusMonth,OccGroup,Score,n,inv_doe_max,inv_doe_min
2024-09,3331 Glaziers,70,2,45533.22555555555,45297.19925925926
2024-09,2421 University Lecturers and Tutors,95,13,45533.522314814814,45133.009791666664
2024-09,2421 University Lecturers and Tutors,90,4,45601.205983796295,44965.958553240744
2024-09,2421 University Lecturers and Tutors,100,12,45517.57277777778,45221.376597222225
2024-09,2421 University Lecturers and Tutors,105,1,45286.19950231481,45169.01608796296
2024-09,2633 Telecommunications Engineering Professionals,95,9,45539.20443287037,45238.81402777778
2024-09,2633 Telecommunications Engineering Professionals,90,15,45601.205983796295,44838.73153935185
2024-09,3122 Civil Engineering Draftspersons and Technicians,75,97,45601.205983796295,44851.59336805555
2024-09,3122 Civil Engineering Draftspersons and Technicians,80,195,45601.205983796295,44840.651458333334
2024-09,3122 Civil Engineering Draftspersons and Technicians,95,2,45510.96986111111,44959.21144675926
2024-09,3122 Civil Engineering Draftspersons and Technicians,90,15,45536.87637731482,44913.61962962963
2024-09,3122 Civil Engineering Draftspersons and Technicians,85,51,45896.20502314815,44916.70758101852
2024-09,2322 Cartographers and Surveyors,95,2,45396.30453703704,45146.02481481482
2024-09,2322 Cartographers and Surveyors,100,2,45517.204560185186,45154.02515046296
2024-09,2245 Land Economists and Valuers,95,1,45511.471400462964,45511.471400462964
2024-09,2336 Mining Engineers,95,2,45333.33100694444,45091.65741898148
2024-09,2336 Mining Engineers,100,2,45529.92804398148,45207.871041666665
2024-09,2336 Mining Engineers,105,1,45536.239641203705,45524.81104166667
2024-09,2336 Mining Engineers,115,1,45207.198969907404,44942.2097337963
2024-09,2612 Multimedia Specialists and Web Developers,95,4,45537.20232638889,45293.910416666666
2024-09,2612 Multimedia Specialists and Web Developers,90,3,45510.20346064815,44826.51828703703
2024-09,3223 Structural Steel and Welding Trades Workers,75,1,45262.198587962965,44967.94405092593
2024-09,3223 Structural Steel and Welding Trades Workers,80,13,45530.81875,44847.0108912037
2024-09,3223 Structural Steel and Welding Trades Workers,90,2,45517.204560185186,45311.207349537035
2024-09,3223 Structural Steel and Welding Trades Workers,85,8,45601.205983796295,45350.19332175926
2024-09,2349 Other Natural and Physical Science Professionals,95,2,45517.204560185186,45192.46125
2024-09,2349 Other Natural and Physical Science Professionals,100,1,45529.94421296296,45529.94421296296
2024-09,1331 Construction Managers,75,74,45601.205983796295,44836.92659722222
2024-09,1331 Construction Managers,80,120,45971.77186342593,44825.788449074076
2024-09,1331 Construction Managers,95,1,45421.20041666667,45195.21959490741
2024-09,1331 Construction Managers,90,12,45527.62388888889,44985.01094907407
2024-09,1331 Construction Managers,85,38,45601.205983796295,44942.400416666664
2024-09,1331 Construction Managers,100,2,45511.89894675926,45499.74826388889
2024-09,2343 Environmental Scientists,95,3,45517.204560185186,45442.70447916666
2024-09,2343 Environmental Scientists,100,2,45537.20232638889,45521.963796296295
2024-09,2343 Environmental Scientists,105,1,45502.5762962963,45502.5762962963
2024-09,3312 Carpenters and Joiners,65,113,45601.205983796295,44910.12670138889
2024-09,3312 Carpenters and Joiners,75,44,45601.205983796295,44907.69688657407
2024-09,3312 Carpenters and Joiners,70,66,45899.20775462963,44912.70212962963
2024-09,3312 Carpenters and Joiners,80,21,45533.53710648148,44988.01131944444
2024-09,3312 Carpenters and Joiners,85,4,45476.736550925925,45209.49637731481
2024-09,2725 Social Workers,75,3,45387.19314814815,45114.774988425925
2024-09,2725 Social Workers,80,52,45538.99784722222,45117.431608796294
2024-09,2725 Social Workers,90,1,45535.89436342593,45535.89436342593
2024-09,2725 Social Workers,85,26,45601.205983796295,45416.549629629626
2024-09,2725 Social Workers,100,1,45601.205983796295,45481.01167824074
2024-09,3322 Painting Trades Workers,65,97,45539.837534722225,44906.63162037037
2024-09,3322 Painting Trades Workers,75,34,45536.239641203705,44908.57332175926
2024-09,3322 Painting Trades Workers,70,64,45538.24016203704,44903.82640046296
2024-09,3322 Painting Trades Workers,80,15,45520.66056712963,44907.98606481482
2024-09,3322 Painting Trades Workers,90,2,45502.45359953704,45481.49488425926
2024-09,3322 Painting Trades Workers,85,2,45517.204560185186,44904.13746527778
2024-09,2521 Chiropractors and Osteopaths,80,3,45534.62710648148,45280.901412037034
2024-09,3941 Cabinetmakers,65,7,45538.731990740744,44900.690520833334
2024-09,3941 Cabinetmakers,75,3,45517.204560185186,45336.061111111114
2024-09,3941 Cabinetmakers,70,4,45517.204560185186,45490.93916666666
2024-09,3941 Cabinetmakers,80,2,45502.86585648148,45441.22461805555
2024-09,3941 Cabinetmakers,85,3,45601.205983796295,45531.71986111111
2024-09,2243 Economists,95,2,45517.86944444444,45389.5252662037
2024-09,2243 Economists,90,1,45527.20233796296,44982.019375
2024-09,2243 Economists,100,1,45290.19851851852,45176.28498842593
2024-09,3311 Bricklayers and Stonemasons,65,22,45539.60171296296,44903.797372685185
2024-09,3311 Bricklayers and Stonemasons,75,2,45493.00947916666,45478.881736111114
2024-09,3311 Bricklayers and Stonemasons,70,4,45537.50221064815,45141.564618055556
2024-09,3311 Bricklayers and Stonemasons,80,2,45517.204560185186,44943.64160879629
2024-09,3311 Bricklayers and Stonemasons,90,2,45488.20177083334,44976.02583333333
2024-09,3311 Bricklayers and Stonemasons,85,1,45526.202939814815,45460.76715277778
2024-09,2539 Other Medical Practitioners,75,2,45482.23940972222,45102.68293981482
2024-09,2539 Other Medical Practitioners,80,59,45601.205983796295,45071.78425925926
2024-09,2539 Other Medical Practitioners,95,1,45520.933530092596,45520.933530092596
2024-09,2539 Other Medical Practitioners,90,8,45540.20315972222,45341.70741898148
2024-09,2539 Other Medical Practitioners,85,26,45540.20315972222,45278.882361111115
2024-09,3411 Electricians,65,25,45601.205983796295,44897.386354166665
2024-09,3411 Electricians,75,9,45534.82443287037,45019.815358796295
2024-09,3411 Electricians,70,16,45603.20711805556,44982.59614583333
2024-09,3411 Electricians,80,3,45517.204560185186,45043.536145833335
2024-09,2525 Physiotherapists,75,5,45339.19898148148,45173.045694444445
2024-09,2525 Physiotherapists,80,46,45601.205983796295,45071.43090277778
2024-09,2525 Physiotherapists,90,2,45507.4731712963,45397.65206018519
2024-09,2525 Physiotherapists,85,12,45534.20214120371,45312.04630787037
2024-09,2512 Medical Imaging Professionals,75,2,45474.2009375,45139.01857638889
2024-09,2512 Medical Imaging Professionals,80,7,45537.20232638889,45191.60372685185
2024-09,2512 Medical Imaging Professionals,85,1,45509.237395833334,45509.237395833334
2024-09,2527 Speech Professionals and Audiologists,75,2,45465.201273148145,45146.50450231481
2024-09,2527 Speech Professionals and Audiologists,80,23,45539.622708333336,45104.992939814816
2024-09,2527 Speech Professionals and Audiologists,85,8,45530.95989583333,45316.48258101852
2024-09,2524 Occupational Therapists,75,4,45454.19978009259,45126.710069444445
2024-09,2524 Occupational Therapists,80,35,45601.205983796295,45138.00996527778
2024-09,2524 Occupational Therapists,90,3,45534.20214120371,45371.871458333335
2024-09,2524 Occupational Therapists,85,7,45538.24016203704,45454.19978009259
2024-09,2519 Other Health Diagnostic and Promotion Professionals,80,1,45387.81712962963,45387.81712962963
2024-09,2346 Medical Laboratory Scientists,80,11,45533.730844907404,45071.66521990741
2024-09,2346 Medical Laboratory Scientists,85,4,45524.62888888889,45450.910266203704
2024-09,2415 Special Education Teachers,80,2,45530.03511574074,45502.20212962963
2024-09,2723 Psychologists,80,10,45533.529386574075,45365.835
2024-09,2723 Psychologists,90,3,45530.20376157408,45378.773680555554
2024-09,2723 Psychologists,85,7,45540.36665509259,45432.19972222222
2024-09,2541 Midwives,75,2,45255.198645833334,45104.395891203705
2024-09,2541 Midwives,80,7,45510.675462962965,45436.73584490741
2024-09,2541 Midwives,90,1,45530.77627314815,45530.77627314815
2024-09,2541 Midwives,85,1,45511.79790509259,45511.79790509259
2024-09,3341 Plumbers,65,14,45601.205983796295,45016.74434027778
2024-09,3341 Plumbers,75,4,45513.10664351852,45004.02199074074
2024-09,3341 Plumbers,70,6,45530.96240740741,45194.93798611111
2024-09,3341 Plumbers,80,2,45434.19982638889,45109.98931712963
2024-09,3991 Boat Builders and Shipwrights,105,1,45517.204560185186,44956.001655092594
2024-09,2533 Internal Medicine Specialists,80,3,45445.45716435185,45231.752534722225
2024-09,2533 Internal Medicine Specialists,85,4,45504.99414351852,45490.723541666666
2024-09,3332 Plasterers,65,5,45539.43002314815,45272.51230324074
2024-09,3334 Wall and Floor Tilers,65,12,45518.90309027778,44920.640393518515
2024-09,3334 Wall and Floor Tilers,75,3,45523.682442129626,45278.66063657407
2024-09,3334 Wall and Floor Tilers,70,17,45532.56019675926,44945.40375
2024-09,3334 Wall and Floor Tilers,80,2,45495.563784722224,45477.75561342593
2024-09,2534 Psychiatrists,80,1,45330.06524305556,45330.06524305556
2024-09,2534 Psychiatrists,85,1,45508.22414351852,45508.22414351852
2024-09,2514 Optometrists and Orthoptists,80,3,45498.19994212963,45309.774826388886
2024-09,2514 Optometrists and Orthoptists,85,2,45500.60070601852,45455.22206018519
2024-09,2535 Surgeons,80,1,45508.22414351852,45387.29898148148
2024-09,2526 Podiatrists,80,1,45517.204560185186,45296.61969907407
2024-09,2526 Podiatrists,90,1,45503.95920138889,45503.95920138889
2024-09,2526 Podiatrists,85,1,45471.57087962963,45471.57087962963
2026-06,2344 Geologists Geophysicists and Hydrogeologists,80,4,46104.96420138889,46078.58392361111
2026-06,2344 Geologists Geophysicists and Hydrogeologists,90,3,46174.84841435185,46071.45799768518
2026-06,2344 Geologists Geophysicists and Hydrogeologists,85,3,46053.922372685185,45908.673425925925
2026-06,2344 Geologists Geophysicists and Hydrogeologists,100,1,46173.44563657408,46173.44563657408
2026-06,2345 Life Scientists,95,10,46238.20780092593,45890.56936342592
2026-06,2345 Life Scientists,100,11,46160.63980324074,45991.646886574075
2026-06,2345 Life Scientists,105,1,46131.887083333335,46131.887083333335
2026-06,2341 Agricultural and Forestry Scientists,80,49,46247.20653935185,45450.9216087963
2026-06,2341 Agricultural and Forestry Scientists,95,5,46170.904016203705,46005.87091435185
2026-06,2341 Agricultural and Forestry Scientists,90,20,46252.205925925926,45807.96083333333
2026-06,2341 Agricultural and Forestry Scientists,85,52,46252.205925925926,45617.69043981482
2026-06,2341 Agricultural and Forestry Scientists,100,3,46143.01190972222,46086.20568287037
2026-06,2544 Registered Nurses,75,108,46251.204930555556,45606.03939814815
2026-06,2544 Registered Nurses,80,916,46267.208703703705,45534.75734953704
2026-06,2544 Registered Nurses,95,1,46174.20638888889,46174.20638888889
2026-06,2544 Registered Nurses,90,44,46245.210856481484,45981.922951388886
2026-06,2544 Registered Nurses,85,320,46262.20508101852,45891.204363425924
2026-06,2544 Registered Nurses,110,1,46238.20780092593,46127.778645833336
2026-06,2544 Registered Nurses,100,2,46177.00902777778,45936.58733796296
2026-06,2544 Registered Nurses,105,1,46173.54150462963,46173.54150462963
2026-06,2334 Electronics Engineers,95,3,46042.20471064815,45783.788090277776
2026-06,2334 Electronics Engineers,100,5,46148.453356481485,45744.88086805555
2026-06,2334 Electronics Engineers,105,1,46147.37540509259,46147.37540509259
2026-06,3232 Metal Fitters and Machinists,80,4,46035.20686342593,45918.7019212963
2026-06,3232 Metal Fitters and Machinists,85,4,46167.92355324074,45918.529270833336
2026-06,"2342 Chemists, and Food and Wine Scientists",95,10,46175.65608796296,46030.23273148148
2026-06,"2342 Chemists, and Food and Wine Scientists",90,49,46240.20517361111,45798.86275462963
2026-06,"2342 Chemists, and Food and Wine Scientists",85,9,46168.20662037037,45584.743784722225
2026-06,"2342 Chemists, and Food and Wine Scientists",100,4,46155.65875,45901.46261574074
2026-06,"2342 Chemists, and Food and Wine Scientists",105,2,46101.205358796295,45908.63927083334
2026-06,2713 Solicitors,80,89,46255.208032407405,45449.64579861111
2026-06,2713 Solicitors,95,3,46159.21491898148,46005.93015046296
2026-06,2713 Solicitors,90,50,46176.49114583333,45828.202418981484
2026-06,2713 Solicitors,85,98,46255.51490740741,45565.03005787037
2026-06,3123 Electrical Engineering Draftspersons and Technicians,80,17,46238.20780092593,45450.00439814815
2026-06,3123 Electrical Engineering Draftspersons and Technicians,90,26,46174.20638888889,45890.64363425926
2026-06,3123 Electrical Engineering Draftspersons and Technicians,85,35,46161.86114583333,45544.20447916666
2026-06,2321 Architects and Landscape Architects,95,5,46238.20780092593,46055.627534722225
2026-06,2321 Architects and Landscape Architects,90,32,46238.20780092593,45796.7040625
2026-06,2321 Architects and Landscape Architects,85,39,46170.20667824074,45644.66758101852
2026-06,2531 General Practitioners and Resident Medical officers,75,9,46151.20552083333,45611.85606481481
2026-06,2531 General Practitioners and Resident Medical officers,80,98,46266.21104166667,45852.96047453704
2026-06,2531 General Practitioners and Resident Medical officers,95,2,46138.20998842592,46086.257199074076
2026-06,2531 General Practitioners and Resident Medical officers,90,13,46250.20707175926,45896.447546296295
2026-06,2531 General Practitioners and Resident Medical officers,85,60,46238.20780092593,45943.743576388886
2026-06,2247 Management and Organisation Analysts,80,60,46238.84344907408,45496.70483796296
2026-06,2247 Management and Organisation Analysts,95,4,46238.20780092593,46111.93006944445
2026-06,2247 Management and Organisation Analysts,90,42,46258.205046296294,45881.2046412037
2026-06,2247 Management and Organisation Analysts,85,73,46258.205046296294,45537.90728009259
2026-06,2347 Veterinarians,80,15,46238.20780092593,45518.995
2026-06,2347 Veterinarians,95,4,46076.206145833334,45962.205625
2026-06,2347 Veterinarians,90,16,46238.20780092593,45970.20979166667
2026-06,2347 Veterinarians,85,28,46238.20780092593,45478.35387731482
2026-06,2347 Veterinarians,100,1,46059.20523148148,45924.80388888889
2026-06,2414 Secondary School Teachers,75,31,46261.20773148148,45503.99292824074
2026-06,2414 Secondary School Teachers,80,170,46246.21188657408,45665.744780092595
2026-06,2414 Secondary School Teachers,95,2,46177.02946759259,46124.43716435185
2026-06,2414 Secondary School Teachers,90,17,46238.20780092593,45952.55085648148
2026-06,2414 Secondary School Teachers,85,86,46261.20773148148,45878.20506944445
2026-06,2414 Secondary School Teachers,100,2,46177.00582175926,45903.455405092594
2026-06,1341 Child Care Centre Managers,80,2,46050.71234953704,45629.722592592596
2026-06,"2241 Actuaries, Mathematicians and Statisticians",95,25,46253.205509259256,45956.59892361111
2026-06,"2241 Actuaries, Mathematicians and Statisticians",90,78,46253.205509259256,45800.05179398148
2026-06,"2241 Actuaries, Mathematicians and Statisticians",100,3,46177.20538194444,46013.906481481485
2026-06,"2241 Actuaries, Mathematicians and Statisticians",105,3,46137.204976851855,46013.07056712963
2026-06,3331 Glaziers,65,2,46046.981875,45936.52199074074
2026-06,3331 Glaziers,75,1,46158.20484953704,46000.779756944445
2026-06,2633 Telecommunications Engineering Professionals,95,10,46238.20780092593,45744.57579861111
2026-06,2633 Telecommunications Engineering Professionals,100,3,46176.638819444444,45783.82340277778
2026-06,1332 Engineering Managers,80,15,46258.205046296294,45564.88990740741
2026-06,1332 Engineering Managers,95,1,46045.206655092596,45974.0846875
2026-06,1332 Engineering Managers,90,3,46177.092777777776,46165.206655092596
2026-06,1332 Engineering Managers,85,15,46238.20780092593,45623.87385416667
2026-06,1399 Other Specialist Managers,80,12,46238.20780092593,45487.732465277775
2026-06,1399 Other Specialist Managers,90,7,46168.6915625,45818.45476851852
2026-06,1399 Other Specialist Managers,85,9,46238.20780092593,45801.97997685185
2026-06,2322 Cartographers and Surveyors,80,13,46255.208032407405,45548.634780092594
2026-06,2322 Cartographers and Surveyors,95,1,46139.48417824074,46139.48417824074
2026-06,2322 Cartographers and Surveyors,90,4,46238.20780092593,46074.207037037035
2026-06,2322 Cartographers and Surveyors,85,25,46238.20780092593,45778.90412037037
2026-06,2245 Land Economists and Valuers,80,20,46257.20914351852,45593.74065972222
2026-06,2245 Land Economists and Valuers,90,3,46084.20892361111,45986.57778935185
2026-06,2245 Land Economists and Valuers,85,12,46245.210856481484,45617.76358796296
2026-06,2336 Mining Engineers,80,35,46251.204930555556,45449.97893518519
2026-06,2336 Mining Engineers,95,6,46238.20780092593,45987.994942129626
2026-06,2336 Mining Engineers,90,6,46171.95145833334,45882.20471064815
2026-06,2336 Mining Engineers,85,49,46260.20512731482,45528.26590277778
2026-06,2336 Mining Engineers,105,1,46169.59164351852,46169.59164351852
2026-06,2612 Multimedia Specialists and Web Developers,95,12,46238.20780092593,45979.42607638889
2026-06,2612 Multimedia Specialists and Web Developers,110,1,46119.99517361111,46119.99517361111
2026-06,2612 Multimedia Specialists and Web Developers,100,6,46169.37194444444,46034.716145833336
2026-06,2612 Multimedia Specialists and Web Developers,105,1,46066.4346875,46066.4346875
2026-06,3223 Structural Steel and Welding Trades Workers,80,39,46238.20780092593,45474.788148148145
2026-06,3223 Structural Steel and Welding Trades Workers,90,6,46057.75997685185,45990.20662037037
2026-06,3223 Structural Steel and Welding Trades Workers,85,12,46267.208703703705,45475.72578703704
2026-06,2349 Other Natural and Physical Science Professionals,80,11,46238.20780092593,45622.76642361111
2026-06,2349 Other Natural and Physical Science Professionals,95,3,46074.04010416667,46066.94962962963
2026-06,2349 Other Natural and Physical Science Professionals,90,4,46173.622766203705,46115.754745370374
2026-06,2349 Other Natural and Physical Science Professionals,85,11,46238.20780092593,45495.05701388889
2026-06,2349 Other Natural and Physical Science Professionals,100,4,46149.37944444444,46067.28021990741
2026-06,2349 Other Natural and Physical Science Professionals,105,2,46149.38927083334,46127.60425925926
2026-06,1331 Construction Managers,80,142,46248.20554398148,45522.93648148148
2026-06,1331 Construction Managers,95,8,46177.06475694444,45974.07045138889
2026-06,1331 Construction Managers,90,35,46238.20780092593,45838.202060185184
2026-06,1331 Construction Managers,85,95,46242.20569444444,45709.617847222224
2026-06,1331 Construction Managers,100,1,46176.068449074075,46176.068449074075
2026-06,2343 Environmental Scientists,80,33,46257.20914351852,45526.495254629626
2026-06,2343 Environmental Scientists,95,4,46174.733877314815,45992.09019675926
2026-06,2343 Environmental Scientists,90,28,46238.20780092593,45803.95556712963
2026-06,2343 Environmental Scientists,85,45,46238.20780092593,45707.49508101852
2026-06,2343 Environmental Scientists,100,3,46170.20667824074,46043.460185185184
2026-06,2343 Environmental Scientists,105,2,46142.54560185185,46012.64512731481
2026-06,2711 Barristers,80,1,46071.47943287037,46071.47943287037
2026-06,2711 Barristers,85,1,46071.47070601852,46071.47070601852
2026-06,3312 Carpenters and Joiners,65,148,46265.211539351854,45530.63878472222
2026-06,3312 Carpenters and Joiners,75,64,46259.20663194444,45893.695231481484
2026-06,3312 Carpenters and Joiners,70,143,46262.20508101852,45609.63715277778
2026-06,3312 Carpenters and Joiners,80,19,46262.20508101852,45902.657060185185
2026-06,3312 Carpenters and Joiners,90,3,46238.20780092593,46001.704872685186
2026-06,3312 Carpenters and Joiners,85,6,46248.20554398148,45974.31211805555
2026-06,3312 Carpenters and Joiners,100,1,46238.20780092593,46149.928298611114
2026-06,2725 Social Workers,75,39,46238.20780092593,45626.64902777778
2026-06,2725 Social Workers,80,153,46262.20508101852,45636.47775462963
2026-06,2725 Social Workers,90,15,46161.49537037037,45974.34762731481
2026-06,2725 Social Workers,85,70,46255.208032407405,45889.57131944445
2026-06,3423 Electronics Trades Workers,80,11,46238.20780092593,45685.258101851854
2026-06,3423 Electronics Trades Workers,90,1,46238.20780092593,46175.78203703704
2026-06,3423 Electronics Trades Workers,85,6,46238.20780092593,45502.770520833335
2026-06,2521 Chiropractors and Osteopaths,80,8,46238.20780092593,45737.57512731481
2026-06,2521 Chiropractors and Osteopaths,90,1,46125.59842592593,46125.59842592593
2026-06,2521 Chiropractors and Osteopaths,85,6,46168.20662037037,45867.537465277775
2026-06,3941 Cabinetmakers,80,2,46055.990428240744,45666.54809027778
