StatusMonth,OccGroup,Score,n,maxsub,minsub
2024-09,"2342 Chemists, and Food and Wine Scientists",95,6,45518.8420965625,45026.39379371528
2024-09,"2342 Chemists, and Food and Wine Scientists",90,1,44903.93385405093,44903.93385405093
2024-09,"2342 Chemists, and Food and Wine Scientists",100,1,45210.73683707176,45210.73683707176
2024-09,"2342 Chemists, and Food and Wine Scientists",105,1,45166.07252769676,45166.07252769676
2024-09,2713 Solicitors,95,8,45314.89895231482,44962.95226805555
2024-09,2713 Solicitors,90,7,44982.94478510416,44844.96964228009
2024-09,2331 Chemical and Materials Engineers,95,16,45533.616481018515,44844.82936496528
2024-09,2331 Chemical and Materials Engineers,90,10,44986.63124390046,44823.41999618056
2024-09,2331 Chemical and Materials Engineers,100,4,45531.47379108796,44929.71535763889
2024-09,2331 Chemical and Materials Engineers,105,3,45042.94622237269,44868.588609375
2024-09,2333 Electrical Engineers,95,25,45270.480442245374,44823.51850100694
2024-09,2333 Electrical Engineers,90,20,44978.839699537035,44812.58696269676
2024-09,2333 Electrical Engineers,110,1,45196.75341373843,45196.75341373843
2024-09,2333 Electrical Engineers,100,4,45476.67352592593,44984.80161736111
2024-09,2321 Architects and Landscape Architects,75,62,45246.63890686342,44811.78005069445
2024-09,2321 Architects and Landscape Architects,80,140,45538.48632376157,44811.620955011575
2024-09,2321 Architects and Landscape Architects,95,6,45166.73985601852,44903.725072534726
2024-09,2321 Architects and Landscape Architects,90,40,45525.55792947917,44813.48458052083
2024-09,2321 Architects and Landscape Architects,85,86,45534.487904166665,44820.50861380787
2024-09,2321 Architects and Landscape Architects,105,1,45527.29932650463,45527.29932650463
2024-09,2531 General Practitioners and Resident Medical officers,75,6,45189.44854950231,45082.88548888889
2024-09,2531 General Practitioners and Resident Medical officers,80,61,45538.67219201389,45076.5172090625
2024-09,2531 General Practitioners and Resident Medical officers,90,8,45523.51162372685,45471.99290142361
2024-09,2531 General Practitioners and Resident Medical officers,85,27,45532.69636292824,45316.41856550926
2024-09,2531 General Practitioners and Resident Medical officers,110,1,45518.32723009259,45518.32723009259
2024-09,2531 General Practitioners and Resident Medical officers,100,1,45485.857665972224,45485.857665972224
2024-09,2247 Management and Organisation Analysts,95,2,45245.794171215275,45093.709235381946
2024-09,2247 Management and Organisation Analysts,90,1,44904.332194710645,44904.332194710645
2024-09,2347 Veterinarians,95,4,45448.89939837963,44862.560890243054
2024-09,2347 Veterinarians,115,2,45515.70188105324,45244.29742928241
2024-09,2414 Secondary School Teachers,75,8,45231.34613900463,45073.127576273146
2024-09,2414 Secondary School Teachers,80,63,45533.60257028935,45073.588500659724
2024-09,2414 Secondary School Teachers,85,16,45532.76702572917,45302.99144170139
2024-09,1341 Child Care Centre Managers,80,1,45192.412643055555,45192.412643055555
2024-09,1341 Child Care Centre Managers,90,1,45476.810768634256,45476.810768634256
2024-09,1341 Child Care Centre Managers,85,1,45490.51264140046,45490.51264140046
2024-09,"2241 Actuaries, Mathematicians and Statisticians",95,7,45203.75301327546,44937.844773495366
2024-09,"2241 Actuaries, Mathematicians and Statisticians",90,3,44988.71033090277,44961.683443368056
2024-09,"2241 Actuaries, Mathematicians and Statisticians",105,1,45067.80229918982,45067.80229918982
2024-09,3331 Glaziers,65,1,44910.7249775463,44910.7249775463
2024-09,3331 Glaziers,70,2,45490.57357083334,44910.73112592593
2024-09,2421 University Lecturers and Tutors,95,13,45530.69765011574,44976.44388950231
2024-09,2421 University Lecturers and Tutors,90,4,44976.935626273145,44907.96818950232
2024-09,2421 University Lecturers and Tutors,100,12,45506.70359942129,45127.79763221065
2024-09,2421 University Lecturers and Tutors,105,1,45073.525790706015,45073.525790706015
2024-09,2633 Telecommunications Engineering Professionals,95,9,45319.07333996528,44857.40584922454
2024-09,2633 Telecommunications Engineering Professionals,90,15,44958.48844143518,44838.73154984954
2024-09,3122 Civil Engineering Draftspersons and Technicians,75,97,45245.16486134259,44812.67697060185
2024-09,3122 Civil Engineering Draftspersons and Technicians,80,195,45538.65868599537,44828.93216940972
2024-09,3122 Civil Engineering Draftspersons and Technicians,95,2,45510.96987372685,44905.999440625004
2024-09,3122 Civil Engineering Draftspersons and Technicians,90,15,45520.99510130787,44913.61964513889
2024-09,3122 Civil Engineering Draftspersons and Technicians,85,51,45538.9224121875,44910.843523877316
2024-09,2322 Cartographers and Surveyors,95,2,45396.304550891204,44955.63440003472
2024-09,2322 Cartographers and Surveyors,100,2,45007.855387268515,44992.551326851855
2024-09,2245 Land Economists and Valuers,95,1,45155.67531535879,45155.67531535879
2024-09,2336 Mining Engineers,95,2,45092.009353738424,45071.76114672454
2024-09,2336 Mining Engineers,100,2,45529.92805019676,45207.87105042824
2024-09,2336 Mining Engineers,105,1,45524.81105069444,45524.81105069444
2024-09,2336 Mining Engineers,115,1,44942.209746215274,44942.209746215274
2024-09,2612 Multimedia Specialists and Web Developers,95,4,45499.66024197917,45036.629673958334
2024-09,2612 Multimedia Specialists and Web Developers,90,3,44896.762676701386,44826.51829278935
2024-09,3223 Structural Steel and Welding Trades Workers,75,1,44967.94405640046,44967.94405640046
2024-09,3223 Structural Steel and Welding Trades Workers,80,13,45530.818768020836,44834.64844603009
2024-09,3223 Structural Steel and Welding Trades Workers,90,2,45367.18419965278,45006.76727222222
2024-09,3223 Structural Steel and Welding Trades Workers,85,8,45516.86374560185,44998.84330489583
2024-09,2349 Other Natural and Physical Science Professionals,95,2,45261.83795170139,44993.77972615741
2024-09,2349 Other Natural and Physical Science Professionals,100,1,45529.94422800926,45529.94422800926
2024-09,1331 Construction Managers,75,74,45249.23128730324,44827.9174258912
2024-09,1331 Construction Managers,80,120,45536.84392565972,44825.78846319445
2024-09,1331 Construction Managers,95,1,45195.21961130787,45195.21961130787
2024-09,1331 Construction Managers,90,12,45527.62390428241,44958.672653738424
2024-09,1331 Construction Managers,85,38,45538.12283707176,44942.40042792824
2024-09,1331 Construction Managers,100,2,45511.8989528125,45499.748271909724
2024-09,2343 Environmental Scientists,95,3,45442.70449255787,45027.68128561343
2024-09,2343 Environmental Scientists,100,2,45302.540271527774,45265.85428738426
2024-09,2343 Environmental Scientists,105,1,45502.57631079861,45502.57631079861
2024-09,3312 Carpenters and Joiners,65,113,45539.631297534725,44810.81991967592
2024-09,3312 Carpenters and Joiners,75,44,45526.093789583334,44907.696903854165
2024-09,3312 Carpenters and Joiners,70,66,45538.541005011575,44912.70213726852
2024-09,3312 Carpenters and Joiners,80,21,45533.537115625004,44903.76261767361
2024-09,3312 Carpenters and Joiners,85,4,45476.73656689815,45091.52442855324
2024-09,2725 Social Workers,75,3,45245.55134760417,45085.758129050926
2024-09,2725 Social Workers,80,52,45538.99786415509,45071.57059633102
2024-09,2725 Social Workers,90,1,45497.708881631945,45497.708881631945
2024-09,2725 Social Workers,85,26,45537.45224679398,45173.84512716435
2024-09,2725 Social Workers,100,1,45481.01169131944,45481.01169131944
2024-09,3322 Painting Trades Workers,65,97,45539.60950034722,44906.63163422454
2024-09,3322 Painting Trades Workers,75,34,45534.72522827546,44903.891749849536
2024-09,3322 Painting Trades Workers,70,64,45537.71573287037,44903.826409456015
2024-09,3322 Painting Trades Workers,80,15,45520.66057357639,44904.86892951389
2024-09,3322 Painting Trades Workers,90,2,45502.453611689816,45481.494898958335
2024-09,3322 Painting Trades Workers,85,2,45238.26507688657,44904.13747577547
2024-09,2521 Chiropractors and Osteopaths,80,3,45534.627124074075,45280.9014196412
2024-09,3941 Cabinetmakers,65,7,45538.73200462963,44900.69052873843
2024-09,3941 Cabinetmakers,75,3,45504.73871747685,44976.753069756945
2024-09,3941 Cabinetmakers,70,4,45513.89276859954,45175.57901079861
2024-09,3941 Cabinetmakers,80,2,45502.86586574074,45063.74073784722
2024-09,3941 Cabinetmakers,85,3,45531.80188425926,45531.71987372685
2024-09,2243 Economists,95,2,45389.52527866898,44977.54581952546
2024-09,2243 Economists,90,1,44967.23428012732,44967.23428012732
2024-09,2243 Economists,100,1,45176.284997951385,45176.284997951385
2024-09,3311 Bricklayers and Stonemasons,65,22,45533.31048518518,44903.79738645833
2024-09,3311 Bricklayers and Stonemasons,75,2,45493.00949293982,45478.88174394676
2024-09,3311 Bricklayers and Stonemasons,70,4,45537.50222392361,45105.713445138885
2024-09,3311 Bricklayers and Stonemasons,80,2,45084.802345219905,44943.64162488426
2024-09,3311 Bricklayers and Stonemasons,90,2,45483.372393287034,44931.44898730324
2024-09,3311 Bricklayers and Stonemasons,85,1,45460.76716875,45460.76716875
2024-09,2539 Other Medical Practitioners,75,2,45154.87968283565,45102.68295478009
2024-09,2539 Other Medical Practitioners,80,59,45536.21977476852,45071.78426956019
2024-09,2539 Other Medical Practitioners,95,1,45520.93354305555,45520.93354305555
2024-09,2539 Other Medical Practitioners,90,8,45513.63711200231,45337.606234108796
2024-09,2539 Other Medical Practitioners,85,26,45530.405887071756,45058.64900887731
2024-09,3411 Electricians,65,25,45533.77570304398,44897.38636512731
2024-09,3411 Electricians,75,9,45534.8244471875,44904.04577751157
2024-09,3411 Electricians,70,16,45520.21893753472,44982.596155590276
2024-09,3411 Electricians,80,3,45385.039289548615,45043.5361565162
2024-09,2525 Physiotherapists,75,5,45209.94059424769,45107.07232010417
2024-09,2525 Physiotherapists,80,46,45533.32184128472,45071.430918287035
2024-09,2525 Physiotherapists,90,2,45507.47318804398,45397.65207121528
2024-09,2525 Physiotherapists,85,12,45489.84745752315,45312.046346875
2024-09,2512 Medical Imaging Professionals,75,2,45201.93941211805,45127.67984494213
2024-09,2512 Medical Imaging Professionals,80,7,45483.12061114583,45191.59076438657
2024-09,2512 Medical Imaging Professionals,85,1,45509.23740925926,45509.23740925926
2024-09,2527 Speech Professionals and Audiologists,75,2,45159.63176226852,45146.50451319444
2024-09,2527 Speech Professionals and Audiologists,80,23,45539.6227190162,45104.9929471875
2024-09,2527 Speech Professionals and Audiologists,85,8,45530.959909641206,45282.40644841435
2024-09,2524 Occupational Therapists,75,4,45191.82853885417,45090.671777083335
2024-09,2524 Occupational Therapists,80,35,45539.396904664354,45071.46748773148
2024-09,2524 Occupational Therapists,90,3,45531.60093518518,45371.87146608796
2024-09,2524 Occupational Therapists,85,7,45503.0835775463,45339.53216670139
2024-09,2519 Other Health Diagnostic and Promotion Professionals,80,1,45387.81713834491,45387.81713834491
2024-09,2346 Medical Laboratory Scientists,80,11,45533.730890590276,45071.665227314814
2024-09,2346 Medical Laboratory Scientists,85,4,45524.62890640047,45433.88065150463
2024-09,2415 Special Education Teachers,80,2,45530.03513318287,45428.136212233796
2024-09,2723 Psychologists,80,10,45531.50650740741,45025.73839155093
2024-09,2723 Psychologists,90,3,45497.6065752662,45378.77368622685
2024-09,2723 Psychologists,85,7,45540.36666461806,45398.614428125
2024-09,2541 Midwives,75,2,45141.03549189815,45104.395900891206
2024-09,2541 Midwives,80,7,45510.67547248842,45436.73590173611
2024-09,2541 Midwives,90,1,45362.85305532407,45362.85305532407
2024-09,2541 Midwives,85,1,45511.797915393516,45511.797915393516
2024-09,3341 Plumbers,65,14,45533.991120914354,45016.744350347224
2024-09,3341 Plumbers,75,4,45513.00398059028,44988.94973295139
2024-09,3341 Plumbers,70,6,45527.83302222222,45194.93799849537
2024-09,3341 Plumbers,80,2,45363.92111130787,45109.98932653935
2024-09,3991 Boat Builders and Shipwrights,105,1,44956.001672488426,44956.001672488426
2024-09,2533 Internal Medicine Specialists,80,3,45445.45717577546,45231.752541284724
2024-09,2533 Internal Medicine Specialists,85,4,45504.994150694445,45205.84438996528
2024-09,3332 Plasterers,65,5,45539.43003711806,45272.51231975695
2024-09,3334 Wall and Floor Tilers,65,12,45518.90310173611,44920.640402743054
2024-09,3334 Wall and Floor Tilers,75,3,45523.68245767361,45251.940616747685
2024-09,3334 Wall and Floor Tilers,70,17,45532.56021157408,44945.40375694445
2024-09,3334 Wall and Floor Tilers,80,2,45495.472424074076,45477.75562924769
2024-09,2534 Psychiatrists,80,1,45330.06525940972,45330.06525940972
2024-09,2534 Psychiatrists,85,1,45151.88344452546,45151.88344452546
2024-09,2514 Optometrists and Orthoptists,80,3,45329.92250760417,45309.774836956014
2024-09,2514 Optometrists and Orthoptists,85,2,45434.64814583333,45423.786534722225
2024-09,2535 Surgeons,80,1,45387.29899811342,45387.29899811342
2024-09,2526 Podiatrists,80,1,45296.61971010417,45296.61971010417
2024-09,2526 Podiatrists,90,1,45503.959219826385,45503.959219826385
2024-09,2526 Podiatrists,85,1,45471.57089394676,45471.57089394676
2026-06,2344 Geologists Geophysicists and Hydrogeologists,80,4,46104.964216863424,45479.85401273148
2026-06,2344 Geologists Geophysicists and Hydrogeologists,90,3,46174.84843383102,45910.42888283565
2026-06,2344 Geologists Geophysicists and Hydrogeologists,85,3,46053.92241076389,45908.67344008102
2026-06,2344 Geologists Geophysicists and Hydrogeologists,100,1,46173.44565327546,46173.44565327546
2026-06,2345 Life Scientists,95,10,46095.02652905093,45697.86012237269
2026-06,2345 Life Scientists,100,11,46160.63982114583,45587.64910552083
2026-06,2345 Life Scientists,105,1,46131.8871028588,46131.8871028588
2026-06,2341 Agricultural and Forestry Scientists,80,49,46094.82085019676,45450.92161716435
2026-06,2341 Agricultural and Forestry Scientists,95,5,46170.90402670139,45866.52140211806
2026-06,2341 Agricultural and Forestry Scientists,90,20,46176.67598194444,45498.683272106486
2026-06,2341 Agricultural and Forestry Scientists,85,52,46140.94674186343,45457.17137696759
2026-06,2341 Agricultural and Forestry Scientists,100,3,46117.34448028935,45611.278867280096
2026-06,2544 Registered Nurses,75,108,45772.80298457176,45447.63432508102
2026-06,2544 Registered Nurses,80,916,46177.22167627315,45449.4333147338
2026-06,2544 Registered Nurses,95,1,45973.98705466435,45973.98705466435
2026-06,2544 Registered Nurses,90,44,46177.023791354164,45463.475788854164
2026-06,2544 Registered Nurses,85,320,46177.024312002315,45450.66497665509
2026-06,2544 Registered Nurses,110,1,46127.77865439815,46127.77865439815
2026-06,2544 Registered Nurses,100,2,46177.00904016204,45936.58734684028
2026-06,2544 Registered Nurses,105,1,46173.5415128125,46173.5415128125
2026-06,2334 Electronics Engineers,95,3,45810.69508599537,45506.49001971065
2026-06,2334 Electronics Engineers,100,5,45988.54292137732,45590.53901126157
2026-06,2334 Electronics Engineers,105,1,45885.41609806713,45885.41609806713
2026-06,3232 Metal Fitters and Machinists,80,4,45918.70193318287,45609.13899047454
2026-06,3232 Metal Fitters and Machinists,85,4,46167.92357083333,45918.5292875
2026-06,"2342 Chemists, and Food and Wine Scientists",95,10,46173.008365891204,45550.01933252315
2026-06,"2342 Chemists, and Food and Wine Scientists",90,49,46171.85302792824,45458.70454965278
2026-06,"2342 Chemists, and Food and Wine Scientists",85,9,45922.63691369213,45513.534615937504
2026-06,"2342 Chemists, and Food and Wine Scientists",100,4,46155.625950497684,45893.465197337966
2026-06,"2342 Chemists, and Food and Wine Scientists",105,2,46085.906838229166,45908.6392815162
2026-06,2713 Solicitors,80,89,46108.447678819444,45448.574322650464
2026-06,2713 Solicitors,95,3,46005.930158483796,45807.50641307871
2026-06,2713 Solicitors,90,50,46161.74873831018,45477.971711805556
2026-06,2713 Solicitors,85,98,46171.99238931713,45456.50220200232
2026-06,3123 Electrical Engineering Draftspersons and Technicians,80,17,46091.1014505787,45450.00440362268
2026-06,3123 Electrical Engineering Draftspersons and Technicians,90,26,46076.85593333333,45499.71472103009
2026-06,3123 Electrical Engineering Draftspersons and Technicians,85,35,46161.86115783565,45524.92621655093
2026-06,2321 Architects and Landscape Architects,95,5,46174.05077410879,45903.59164105324
2026-06,2321 Architects and Landscape Architects,90,32,46175.6681994213,45645.02404016204
2026-06,2321 Architects and Landscape Architects,85,39,45989.63160269676,45464.477317592595
2026-06,2531 General Practitioners and Resident Medical officers,75,9,45762.64554525463,45611.85608232639
2026-06,2531 General Practitioners and Resident Medical officers,80,98,46176.696394872684,45606.49193290509
2026-06,2531 General Practitioners and Resident Medical officers,95,2,46086.25720836806,46038.855083449074
2026-06,2531 General Practitioners and Resident Medical officers,90,13,46175.68062225694,45896.44341921296
2026-06,2531 General Practitioners and Resident Medical officers,85,60,46174.41032943287,45608.5480962963
2026-06,2247 Management and Organisation Analysts,80,60,46102.50632126157,45447.74584351852
2026-06,2247 Management and Organisation Analysts,95,4,46177.02309398148,46111.93008480324
2026-06,2247 Management and Organisation Analysts,90,42,46176.65597476852,45704.5463840625
2026-06,2247 Management and Organisation Analysts,85,73,46176.695136539354,45450.53235462963
2026-06,2347 Veterinarians,80,15,46080.43745917824,45518.99501292824
2026-06,2347 Veterinarians,95,4,46071.96730127315,45751.843139965276
2026-06,2347 Veterinarians,90,16,46155.04089903935,45727.69418730324
2026-06,2347 Veterinarians,85,28,46175.60115170139,45448.59435625
2026-06,2347 Veterinarians,100,1,45924.803899502316,45924.803899502316
2026-06,2414 Secondary School Teachers,75,31,45832.79760153935,45495.76697491898
2026-06,2414 Secondary School Teachers,80,170,46177.038208680555,45450.555434375
2026-06,2414 Secondary School Teachers,95,2,46177.02948445602,46074.86906469907
2026-06,2414 Secondary School Teachers,90,17,46174.61579915509,45708.819078622684
2026-06,2414 Secondary School Teachers,85,86,46175.2985528125,45534.475327314816
2026-06,2414 Secondary School Teachers,100,2,46176.99754603009,45903.45545390046
2026-06,1341 Child Care Centre Managers,80,2,45842.65833275463,45546.53739297454
2026-06,"2241 Actuaries, Mathematicians and Statisticians",95,25,46177.23209829861,45533.42164082176
2026-06,"2241 Actuaries, Mathematicians and Statisticians",90,78,46149.54580335648,45509.08328290509
2026-06,"2241 Actuaries, Mathematicians and Statisticians",100,3,46145.526647025465,46013.90649320602
2026-06,"2241 Actuaries, Mathematicians and Statisticians",105,3,46062.04537792824,46013.070576122685
2026-06,3331 Glaziers,65,2,46046.98191944444,45936.52199837963
2026-06,3331 Glaziers,75,1,46000.77976855324,46000.77976855324
2026-06,2633 Telecommunications Engineering Professionals,95,10,45989.44930763889,45648.94284221065
2026-06,2633 Telecommunications Engineering Professionals,100,3,46076.97509447917,45783.82340949074
2026-06,1332 Engineering Managers,80,15,46058.69523417824,45493.83039452546
2026-06,1332 Engineering Managers,95,1,45974.06031049768,45974.06031049768
2026-06,1332 Engineering Managers,90,3,46177.09279224537,45778.68795443287
2026-06,1332 Engineering Managers,85,15,46173.69314170139,45623.873866932874
2026-06,1399 Other Specialist Managers,80,12,46083.61373105324,45487.732476157405
2026-06,1399 Other Specialist Managers,90,7,46138.458637118056,45583.445278935185
2026-06,1399 Other Specialist Managers,85,9,46029.551136423615,45485.64535092593
2026-06,2322 Cartographers and Surveyors,80,13,46099.03223012731,45548.63478966435
2026-06,2322 Cartographers and Surveyors,95,1,46139.48419710648,46139.48419710648
2026-06,2322 Cartographers and Surveyors,90,4,46173.89696878472,45658.78342045139
2026-06,2322 Cartographers and Surveyors,85,25,46177.14673295139,45504.819357291664
2026-06,2245 Land Economists and Valuers,80,20,46030.11253533565,45449.40788105324
2026-06,2245 Land Economists and Valuers,90,3,46051.818469212965,45454.70665304398
2026-06,2245 Land Economists and Valuers,85,12,46101.407794363426,45518.442634837964
2026-06,2336 Mining Engineers,80,35,46097.895164814814,45449.97894244213
2026-06,2336 Mining Engineers,95,6,46176.685731631944,45890.6885690625
2026-06,2336 Mining Engineers,90,6,46171.95147453704,45554.89769505787
2026-06,2336 Mining Engineers,85,49,46168.85137766204,45526.38581230324
2026-06,2336 Mining Engineers,105,1,46114.58909302083,46114.58909302083
2026-06,2612 Multimedia Specialists and Web Developers,95,12,46052.64635185185,45602.61631258102
2026-06,2612 Multimedia Specialists and Web Developers,110,1,46119.99519259259,46119.99519259259
2026-06,2612 Multimedia Specialists and Web Developers,100,6,46169.37195486111,45915.596932291664
2026-06,2612 Multimedia Specialists and Web Developers,105,1,46066.43469927083,46066.43469927083
2026-06,3223 Structural Steel and Welding Trades Workers,80,39,46044.87400447916,45474.78815983796
2026-06,3223 Structural Steel and Welding Trades Workers,90,6,46057.75998665509,45946.32543163194
2026-06,3223 Structural Steel and Welding Trades Workers,85,12,46174.02630868056,45475.72586265046
2026-06,2349 Other Natural and Physical Science Professionals,80,11,46016.203214733796,45561.84724560185
2026-06,2349 Other Natural and Physical Science Professionals,95,3,46074.040122025464,45992.423142858795
2026-06,2349 Other Natural and Physical Science Professionals,90,4,46172.70009699074,45843.796313113424
2026-06,2349 Other Natural and Physical Science Professionals,85,11,46173.32005648148,45495.007598530094
2026-06,2349 Other Natural and Physical Science Professionals,100,4,46149.37945497685,46067.28023202546
2026-06,2349 Other Natural and Physical Science Professionals,105,2,46149.389280324074,46127.604276122685
2026-06,1331 Construction Managers,80,142,46096.90952878472,45467.97878101852
2026-06,1331 Construction Managers,95,8,46177.06476608796,45974.07046296296
2026-06,1331 Construction Managers,90,35,46175.74850482639,45618.46567538194
2026-06,1331 Construction Managers,85,95,46174.96591890046,45574.39512650463
2026-06,1331 Construction Managers,100,1,46176.0684662037,46176.0684662037
2026-06,2343 Environmental Scientists,80,33,46106.64413414352,45448.8136619213
2026-06,2343 Environmental Scientists,95,4,46174.733891435186,45833.775559525464
2026-06,2343 Environmental Scientists,90,28,46174.89464255787,45541.71989386574
2026-06,2343 Environmental Scientists,85,45,46155.51123001157,45532.60347253472
2026-06,2343 Environmental Scientists,100,3,46126.461296180554,45960.63665717593
2026-06,2343 Environmental Scientists,105,2,46028.398275960644,46012.64514424768
2026-06,2711 Barristers,80,1,46071.47944174769,46071.47944174769
2026-06,2711 Barristers,85,1,46071.47071721065,46071.47071721065
2026-06,3312 Carpenters and Joiners,65,148,46133.50957488426,45462.53822268519
2026-06,3312 Carpenters and Joiners,75,64,46172.67124814815,45862.590695833336
2026-06,3312 Carpenters and Joiners,70,143,46177.02552905092,45609.63716377315
2026-06,3312 Carpenters and Joiners,80,19,46176.57895431713,45552.80714853009
2026-06,3312 Carpenters and Joiners,90,3,46176.9864409375,46001.70488275463
2026-06,3312 Carpenters and Joiners,85,6,46175.964006284725,45974.312135451386
2026-06,3312 Carpenters and Joiners,100,1,46149.928314351855,46149.928314351855
2026-06,2725 Social Workers,75,39,45847.59251454861,45552.627716400464
2026-06,2725 Social Workers,80,153,46177.025383182874,45539.586105243055
2026-06,2725 Social Workers,90,15,46161.49539189815,45708.81383518518
2026-06,2725 Social Workers,85,70,46174.670643136575,45697.54941605324
2026-06,3423 Electronics Trades Workers,80,11,46076.9766346875,45463.78902476852
2026-06,3423 Electronics Trades Workers,90,1,45953.527494444446,45953.527494444446
2026-06,3423 Electronics Trades Workers,85,6,46165.84997268519,45502.77052832176
2026-06,2521 Chiropractors and Osteopaths,80,8,46073.646469328705,45593.47897149305
2026-06,2521 Chiropractors and Osteopaths,90,1,45706.52742060185,45706.52742060185
2026-06,2521 Chiropractors and Osteopaths,85,6,46058.700322916666,45794.77353017361
2026-06,3941 Cabinetmakers,80,2,46055.9904372338,45666.548107870374
