StatusMonth,OccGroup,Score,n,maxsub,minsub
2026-06,3941 Cabinetmakers,85,2,45971.73779452546,45971.65346689815
2026-06,2243 Economists,80,18,46104.784107060186,45497.55319097222
2026-06,2243 Economists,90,10,46121.42709556713,45858.66269039352
2026-06,2243 Economists,85,21,46154.485877280094,45533.57912962963
2026-06,3311 Bricklayers and Stonemasons,65,35,46134.693140393516,45465.01374841435
2026-06,3311 Bricklayers and Stonemasons,75,10,46177.112536886576,45663.86825162037
2026-06,3311 Bricklayers and Stonemasons,70,12,46175.57096385417,45884.70653457176
2026-06,3311 Bricklayers and Stonemasons,80,3,46175.00681496528,45951.58876871528
2026-06,3311 Bricklayers and Stonemasons,90,1,46176.75043792824,46176.75043792824
2026-06,3311 Bricklayers and Stonemasons,85,1,45953.97997728009,45953.97997728009
2026-06,1342 Health and Welfare Services Managers,80,2,45898.45663741898,45511.66971990741
2026-06,1342 Health and Welfare Services Managers,90,1,45551.82320277778,45551.82320277778
2026-06,1342 Health and Welfare Services Managers,85,3,46155.67403391204,45783.5596653588
2026-06,2539 Other Medical Practitioners,75,4,45720.86740393518,45603.95962890046
2026-06,2539 Other Medical Practitioners,80,75,46177.00630289352,45669.87631600694
2026-06,2539 Other Medical Practitioners,90,13,46165.086023807875,45972.978645717594
2026-06,2539 Other Medical Practitioners,85,52,46165.263018831014,45697.991591516206
2026-06,3411 Electricians,65,16,46127.76438090278,45685.695311724536
2026-06,3411 Electricians,75,6,46175.814717939815,46007.400131793984
2026-06,3411 Electricians,70,19,46177.026567361114,45923.54550019676
2026-06,3411 Electricians,80,10,46177.18145621528,45972.80486936343
2026-06,2525 Physiotherapists,75,7,45770.16844702546,45520.78121570602
2026-06,2525 Physiotherapists,80,63,46176.752124189814,45474.49528113426
2026-06,2525 Physiotherapists,95,1,46006.869479016204,46006.869479016204
2026-06,2525 Physiotherapists,90,4,46171.800093715276,46009.57745385417
2026-06,2525 Physiotherapists,85,23,46162.43862380787,45751.76882353009
2026-06,2525 Physiotherapists,100,1,46177.002893206016,46177.002893206016
2026-06,2512 Medical Imaging Professionals,80,28,46174.95166762731,45478.63934513889
2026-06,2512 Medical Imaging Professionals,90,1,45863.59070315972,45863.59070315972
2026-06,2512 Medical Imaging Professionals,85,3,46091.82457635416,45663.42185575231
2026-06,"4523 Sports Coaches, Instructors and Officials",90,1,45821.54528052083,45821.54528052083
2026-06,"4523 Sports Coaches, Instructors and Officials",85,2,45970.63644887731,45640.865422916664
2026-06,2527 Speech Professionals and Audiologists,75,2,45708.050218634264,45699.84232005787
2026-06,2527 Speech Professionals and Audiologists,80,46,46177.07431643519,45691.92455362268
2026-06,2527 Speech Professionals and Audiologists,90,3,46050.43528765046,46009.531368634256
2026-06,2527 Speech Professionals and Audiologists,85,24,46175.58526832176,45725.03800714121
2026-06,2527 Speech Professionals and Audiologists,100,1,46176.74596114583,46176.74596114583
2026-06,2524 Occupational Therapists,75,6,45766.75276859954,45509.88028356482
2026-06,2524 Occupational Therapists,80,36,46176.65673954861,45496.845028668984
2026-06,2524 Occupational Therapists,90,2,46121.650833252315,46087.55917554398
2026-06,2524 Occupational Therapists,85,12,46169.87573425926,45656.73727488426
2026-06,3421 Airconditioning and Refrigeration Mechanics,80,1,45551.31320859954,45551.31320859954
2026-06,2346 Medical Laboratory Scientists,80,38,46108.59949521991,45497.70256929398
2026-06,2346 Medical Laboratory Scientists,90,10,46157.49295975694,45680.764293900465
2026-06,2346 Medical Laboratory Scientists,85,24,46176.99753700232,45594.705992627314
2026-06,2415 Special Education Teachers,75,1,45821.32351909722,45821.32351909722
2026-06,2415 Special Education Teachers,80,2,46075.908674224534,45984.743663692134
2026-06,2415 Special Education Teachers,85,1,45930.988442939815,45930.988442939815
2026-06,2723 Psychologists,75,2,45750.02226269676,45733.83001990741
2026-06,2723 Psychologists,80,28,46176.813885613425,45718.4962943287
2026-06,2723 Psychologists,95,2,46177.032197569446,46141.890280555555
2026-06,2723 Psychologists,90,3,46132.72434945602,45980.65110309028
2026-06,2723 Psychologists,85,16,46144.59299984954,45735.71789552084
2026-06,2541 Midwives,80,10,46143.8393212963,45637.8859693287
2026-06,2541 Midwives,90,1,46177.02489652778,46177.02489652778
2026-06,2541 Midwives,85,3,46057.264480555554,45938.31177704861
2026-06,3341 Plumbers,65,15,46132.784385416664,45910.57530466435
2026-06,3341 Plumbers,75,3,46136.85598287037,45910.62875366898
2026-06,3341 Plumbers,70,8,46155.72636901621,45974.35990509259
2026-06,3341 Plumbers,80,5,46177.08664359954,46155.40261909722
2026-06,3341 Plumbers,95,2,46177.01105949074,45899.02118888889
2026-06,3341 Plumbers,85,1,46046.80595454861,46046.80595454861
2026-06,3241 Panelbeaters,80,2,45965.2058778125,45912.66493854167
2026-06,3241 Panelbeaters,85,1,46011.861032291665,46011.861032291665
2026-06,3991 Boat Builders and Shipwrights,80,1,45509.49914186342,45509.49914186342
2026-06,3991 Boat Builders and Shipwrights,85,2,46010.73741724537,45585.5445568287
2026-06,2533 Internal Medicine Specialists,80,7,46170.20874621528,45862.89573989583
2026-06,2533 Internal Medicine Specialists,95,1,46083.579902627316,46083.579902627316
2026-06,2533 Internal Medicine Specialists,85,1,45811.97455373843,45811.97455373843
2026-06,3332 Plasterers,65,4,46135.809822256946,45615.768665509255
2026-06,3332 Plasterers,75,1,46176.96833306713,46176.96833306713
2026-06,3332 Plasterers,70,4,46175.542899305554,46064.742285960645
2026-06,3332 Plasterers,95,1,46176.741065821756,46176.741065821756
2026-06,3332 Plasterers,85,1,46160.85254019676,46160.85254019676
2026-06,3334 Wall and Floor Tilers,65,22,46133.9622283912,45539.48619980324
2026-06,3334 Wall and Floor Tilers,75,5,46112.89633711806,46008.527722025465
2026-06,3334 Wall and Floor Tilers,70,16,46175.61931693287,45890.56295949074
2026-06,3334 Wall and Floor Tilers,80,1,46132.6641440625,46132.6641440625
2026-06,3334 Wall and Floor Tilers,85,1,46062.76111721065,46062.76111721065
2026-06,2112 Music Professionals,95,1,45969.790183136574,45969.790183136574
2026-06,2112 Music Professionals,90,1,46078.47940107639,46078.47940107639
2026-06,2112 Music Professionals,100,1,46103.787240625,46103.787240625
2026-06,3211 Automotive Electricians,80,4,46080.110297025465,45495.94809290509
2026-06,3211 Automotive Electricians,85,1,46136.77251142361,46136.77251142361
2026-06,2534 Psychiatrists,90,1,46168.84857149306,46168.84857149306
2026-06,2534 Psychiatrists,85,1,46157.20497399305,46157.20497399305
2026-06,2514 Optometrists and Orthoptists,80,4,46161.84157060185,45592.76924336806
2026-06,2514 Optometrists and Orthoptists,95,1,46177.01710350694,46177.01710350694
2026-06,2514 Optometrists and Orthoptists,85,1,46029.57177037037,46029.57177037037
2026-06,2535 Surgeons,85,1,46051.84355304398,46051.84355304398
2026-06,2535 Surgeons,100,1,46176.80202916667,46176.80202916667
2026-06,2526 Podiatrists,75,1,45734.447227199074,45734.447227199074
2026-06,2526 Podiatrists,80,3,46135.490425428245,45700.59763587963
2026-06,2526 Podiatrists,85,2,45984.805718599535,45878.688862696756
2026-06,"2111 Actors, Dancers and Other Entertainers",80,3,45974.65991967593,45586.90887172454
2026-06,"2111 Actors, Dancers and Other Entertainers",85,1,46115.042938425926,46115.042938425926
2025-08,2411 Early Childhood (Pre-primary School) Teachers,95,3,45806.68838561342,45574.541395486114
2025-08,2411 Early Childhood (Pre-primary School) Teachers,90,38,45883.58553715278,45327.51596111111
2025-08,2411 Early Childhood (Pre-primary School) Teachers,85,324,45850.91693784722,45265.49157303241
2025-08,2344 Geologists Geophysicists and Hydrogeologists,95,1,45543.604744247685,45543.604744247685
2025-08,2344 Geologists Geophysicists and Hydrogeologists,90,2,45663.9125653588,45585.629028090276
2025-08,2345 Life Scientists,95,34,45884.50502480324,45265.85152523148
2025-08,2345 Life Scientists,90,31,45720.783443900465,45167.60127662037
2025-08,2345 Life Scientists,100,15,45889.4772005787,45623.776523611115
2025-08,2345 Life Scientists,105,5,45851.52537103009,45405.397187118055
2025-08,2341 Agricultural and Forestry Scientists,95,18,45820.60072372685,45166.512663113426
2025-08,2341 Agricultural and Forestry Scientists,90,23,45785.43811134259,45172.70152346065
2025-08,2341 Agricultural and Forestry Scientists,100,4,45882.426921412036,45576.45447175926
2025-08,2544 Registered Nurses,80,596,45850.07532870371,45266.48779991898
2025-08,2544 Registered Nurses,95,6,45799.91605806713,45344.85542931713
2025-08,2544 Registered Nurses,90,42,45855.8732772338,45280.68460540509
2025-08,2544 Registered Nurses,85,269,45889.250355358796,45266.619132604166
2025-08,2544 Registered Nurses,100,1,45724.94930605324,45724.94930605324
2025-08,2544 Registered Nurses,105,1,45545.488619097225,45545.488619097225
2025-08,2334 Electronics Engineers,95,7,45688.001442939814,45359.45707010417
2025-08,2334 Electronics Engineers,100,6,45825.69643773148,45415.10042195602
2025-08,"2342 Chemists, and Food and Wine Scientists",95,10,45888.64976612269,45212.496438807866
2025-08,"2342 Chemists, and Food and Wine Scientists",90,19,45785.7792503125,45174.407400578704
2025-08,"2342 Chemists, and Food and Wine Scientists",110,1,45536.5978363426,45536.5978363426
2025-08,"2342 Chemists, and Food and Wine Scientists",100,6,45808.88209771991,45397.92288417824
2025-08,"2342 Chemists, and Food and Wine Scientists",105,1,45694.768561377314,45694.768561377314
2025-08,2713 Solicitors,95,8,45616.84644849537,45231.68701574074
2025-08,2713 Solicitors,90,51,45765.05864895834,45162.8982253125
2025-08,2713 Solicitors,100,1,45675.36007549769,45675.36007549769
2025-08,2331 Chemical and Materials Engineers,95,29,45878.78211342593,45274.698705324074
2025-08,2331 Chemical and Materials Engineers,90,35,45781.98058109954,45175.62201898148
2025-08,2331 Chemical and Materials Engineers,100,9,45883.47611195602,45181.74791481481
2025-08,2331 Chemical and Materials Engineers,105,1,45310.53319876157,45310.53319876157
2025-08,3123 Electrical Engineering Draftspersons and Technicians,90,6,45673.794637962965,45270.692713888886
2025-08,2321 Architects and Landscape Architects,90,9,45781.997283564815,45546.86149505787
2025-08,2321 Architects and Landscape Architects,110,1,45735.574209108796,45735.574209108796
2025-08,2531 General Practitioners and Resident Medical officers,80,92,45844.68958827546,45359.81371666667
2025-08,2531 General Practitioners and Resident Medical officers,95,1,45337.456672685184,45337.456672685184
2025-08,2531 General Practitioners and Resident Medical officers,90,23,45886.015483877316,45557.774345868056
2025-08,2531 General Practitioners and Resident Medical officers,85,60,45886.04093163194,45469.6898272338
2025-08,2247 Management and Organisation Analysts,95,3,45856.700100497685,45275.10495054398
2025-08,2247 Management and Organisation Analysts,90,24,45739.82009892361,45164.45041053241
2025-08,2347 Veterinarians,95,3,45868.57209097222,45233.83142002315
2025-08,2347 Veterinarians,90,11,45782.890988391206,45236.62122048611
2025-08,2414 Secondary School Teachers,90,8,45859.93555725695,45607.93913024306
2025-08,2414 Secondary School Teachers,85,44,45834.99439861111,45316.71508672454
2025-08,"2241 Actuaries, Mathematicians and Statisticians",95,28,45867.81657974537,45224.78624070602
2025-08,"2241 Actuaries, Mathematicians and Statisticians",90,61,45785.388987962964,45195.733638969905
2025-08,"2241 Actuaries, Mathematicians and Statisticians",100,2,45644.70237283565,45497.90112704861
2025-08,3331 Glaziers,65,6,45842.789977546294,45631.01960378472
2025-08,3331 Glaziers,75,1,45841.86281759259,45841.86281759259
2025-08,3331 Glaziers,70,1,45643.77919424768,45643.77919424768
2025-08,2421 University Lecturers and Tutors,95,35,45886.838012928245,45361.8193290162
2025-08,2421 University Lecturers and Tutors,90,84,45889.493894328705,45163.924457326386
2025-08,2421 University Lecturers and Tutors,85,84,45851.97753070602,45162.61848440972
2025-08,2421 University Lecturers and Tutors,110,1,45740.92616519676,45740.92616519676
2025-08,2421 University Lecturers and Tutors,100,14,45882.136692395834,45512.57031863426
2025-08,2421 University Lecturers and Tutors,105,4,45883.6862477199,45280.524486574075
2025-08,1332 Engineering Managers,90,1,45342.80340899306,45342.80340899306
2025-08,3122 Civil Engineering Draftspersons and Technicians,95,3,45886.38512457176,45702.46938422454
2025-08,3122 Civil Engineering Draftspersons and Technicians,90,4,45656.931325,45607.88437222222
2025-08,1399 Other Specialist Managers,95,2,45712.864181481484,45312.5798690625
2025-08,1399 Other Specialist Managers,90,2,45372.80436805556,45296.65903700232
2025-08,2322 Cartographers and Surveyors,95,1,45711.663990706016,45711.663990706016
2025-08,2322 Cartographers and Surveyors,90,7,45746.94227241898,45199.59095309028
2025-08,2245 Land Economists and Valuers,90,4,45763.57815486111,45441.780329710644
2025-08,2336 Mining Engineers,95,3,45876.69593920139,45665.43
2025-08,2336 Mining Engineers,90,8,45744.87371565972,45178.92166354167
2025-08,3223 Structural Steel and Welding Trades Workers,90,1,45516.72042855324,45516.72042855324
2025-08,2349 Other Natural and Physical Science Professionals,95,4,45833.81234074074,45513.590466284724
2025-08,2349 Other Natural and Physical Science Professionals,90,4,45778.78100092593,45299.427473460644
2025-08,2349 Other Natural and Physical Science Professionals,100,6,45672.724591666665,45330.39740042824
2025-08,2349 Other Natural and Physical Science Professionals,115,1,45749.01573414352,45749.01573414352
2025-08,1331 Construction Managers,95,1,45637.9358900463,45637.9358900463
2025-08,1331 Construction Managers,90,8,45785.933488194445,45543.06038761574
2025-08,1331 Construction Managers,100,1,45822.04761554398,45822.04761554398
2025-08,2343 Environmental Scientists,95,15,45889.87073792824,45204.715668055556
2025-08,2343 Environmental Scientists,90,22,45757.71918047454,45211.54691851852
2025-08,2343 Environmental Scientists,110,1,45555.61694528935,45555.61694528935
2025-08,2343 Environmental Scientists,100,8,45885.91931542824,45311.53666168982
2025-08,2711 Barristers,95,1,45748.53001863426,45748.53001863426
2025-08,3312 Carpenters and Joiners,65,141,45814.73626605324,45334.624536655094
2025-08,3312 Carpenters and Joiners,75,75,45887.643476006946,45192.540331828706
2025-08,3312 Carpenters and Joiners,70,153,45889.81991651621,45512.67366871527
2025-08,3312 Carpenters and Joiners,80,28,45887.83988310185,45190.48699236111
2025-08,3312 Carpenters and Joiners,90,1,45759.51818587963,45759.51818587963
2025-08,3312 Carpenters and Joiners,85,9,45852.65379471065,45603.77316651621
2025-08,2725 Social Workers,95,1,45604.89257758102,45604.89257758102
2025-08,2725 Social Workers,90,10,45832.752897453705,45614.81040960648
2025-08,2725 Social Workers,85,56,45838.731408645835,45302.637866122684
2025-08,3322 Painting Trades Workers,75,39,45881.62454417824,45580.76823353009
2025-08,3322 Painting Trades Workers,70,42,45753.82078460648,45478.64789664352
2025-08,3322 Painting Trades Workers,80,12,45873.39656292824,45588.59825949074
2025-08,3322 Painting Trades Workers,85,3,45762.41702820602,45603.709415474535
2025-08,3423 Electronics Trades Workers,110,1,45734.61622777778,45734.61622777778
2025-08,2243 Economists,95,4,45820.14922184028,45350.4646028125
2025-08,2243 Economists,90,4,45687.042109409726,45219.86799305555
2025-08,3311 Bricklayers and Stonemasons,65,24,45888.59036519676,45540.79769166667
2025-08,3311 Bricklayers and Stonemasons,75,6,45841.530754085645,45456.89096079861
2025-08,3311 Bricklayers and Stonemasons,70,15,45862.831552233794,45568.679168090275
2025-08,3311 Bricklayers and Stonemasons,80,3,45859.62785385417,45679.632979201386
2025-08,3311 Bricklayers and Stonemasons,90,1,45709.42906616898,45709.42906616898
2025-08,3311 Bricklayers and Stonemasons,85,1,45747.791517858794,45747.791517858794
2025-08,1342 Health and Welfare Services Managers,90,1,45394.703493981484,45394.703493981484
2025-08,2539 Other Medical Practitioners,80,72,45846.508409918984,45319.02188827546
2025-08,2539 Other Medical Practitioners,95,1,45886.59256377315,45886.59256377315
2025-08,2539 Other Medical Practitioners,90,15,45852.52489494213,45299.69362453704
2025-08,2539 Other Medical Practitioners,85,59,45859.34796508102,45540.84889366898
2025-08,2539 Other Medical Practitioners,100,1,45748.90262792824,45748.90262792824
2025-08,3411 Electricians,65,36,45889.80896570602,45541.77373059028
2025-08,3411 Electricians,75,12,45885.83270520833,45561.671743900464
2025-08,3411 Electricians,70,18,45889.660231828704,45624.06415744213
2025-08,3411 Electricians,80,6,45881.86709140046,45779.72584417824
2025-08,3411 Electricians,85,1,45746.50178425926,45746.50178425926
2025-08,3411 Electricians,100,1,45563.28621493056,45563.28621493056
2025-08,2525 Physiotherapists,80,52,45850.886566203706,45329.320303472225
2025-08,2525 Physiotherapists,95,2,45763.7720403125,45540.71745755787
2025-08,2525 Physiotherapists,90,9,45828.57553984954,45274.23086597222
2025-08,2525 Physiotherapists,85,34,45884.48499332176,45438.64629806713
2025-08,2512 Medical Imaging Professionals,80,19,45832.853017974536,45338.67931501157
2025-08,2512 Medical Imaging Professionals,95,3,45783.43756238426,45776.93480396991
2025-08,2512 Medical Imaging Professionals,90,9,45783.450759988424,45230.85240309028
2025-08,2512 Medical Imaging Professionals,85,12,45855.7778216088,45649.79967662037
2025-08,"4523 Sports Coaches, Instructors and Officials",95,1,45716.63685737269,45716.63685737269
2025-08,2527 Speech Professionals and Audiologists,80,20,45841.98391122685,45278.5610940162
2025-08,2527 Speech Professionals and Audiologists,90,6,45838.929558993055,45635.51482037037
2025-08,2527 Speech Professionals and Audiologists,85,18,45873.73117341435,45454.92721350695
2025-08,2524 Occupational Therapists,80,36,45825.986965972224,45323.7860556713
2025-08,2524 Occupational Therapists,95,1,45613.81986076389,45613.81986076389
2025-08,2524 Occupational Therapists,90,2,45623.797840706015,45356.95506018519
2025-08,2524 Occupational Therapists,85,12,45866.67804409722,45604.67029383102
2025-08,2346 Medical Laboratory Scientists,95,1,45668.08639178241,45668.08639178241
2025-08,2346 Medical Laboratory Scientists,90,3,45692.64342175926,45588.99312653935
2025-08,2346 Medical Laboratory Scientists,100,1,45738.429933252315,45738.429933252315
2025-08,2723 Psychologists,95,1,45734.19088758102,45734.19088758102
2025-08,2723 Psychologists,90,1,45668.683554166666,45668.683554166666
2025-08,2723 Psychologists,85,8,45777.592266168984,45587.677973645834
2025-08,2541 Midwives,80,12,45846.32764383102,45314.561641203705
2025-08,2541 Midwives,85,4,45870.03016674769,45729.64496184028
2025-08,3341 Plumbers,65,29,45884.95253761574,45224.80319637732
2025-08,3341 Plumbers,75,8,45887.39341438658,45586.86643854166
2025-08,3341 Plumbers,70,14,45863.83701322917,45513.76625474537
2025-08,3341 Plumbers,80,3,45690.87363275463,45634.18869548611
2025-08,3341 Plumbers,90,1,45550.52391107639,45550.52391107639
2025-08,3341 Plumbers,85,2,45765.26180355324,45646.467585300925
2025-08,3241 Panelbeaters,90,1,45681.75714756944,45681.75714756944
2025-08,3991 Boat Builders and Shipwrights,90,1,45646.566090011576,45646.566090011576
2025-08,2533 Internal Medicine Specialists,80,7,45774.92191420139,45537.63202827546
2025-08,2533 Internal Medicine Specialists,90,3,45755.92754467593,45659.06237673611
2025-08,2533 Internal Medicine Specialists,85,1,45712.48884197917,45712.48884197917
2025-08,3332 Plasterers,65,6,45806.82847581019,45547.025253125
2025-08,3332 Plasterers,75,4,45866.52030228009,45545.782437766204
2025-08,3334 Wall and Floor Tilers,65,37,45877.632518784725,45525.99121828704
2025-08,3334 Wall and Floor Tilers,75,1,45616.63890038194,45616.63890038194
2025-08,3334 Wall and Floor Tilers,70,13,45876.75736832176,45575.76015324074
2025-08,3334 Wall and Floor Tilers,80,1,45616.59893116898,45616.59893116898
2025-08,3334 Wall and Floor Tilers,85,1,45664.9133147338,45664.9133147338
2025-08,2534 Psychiatrists,80,1,45811.28744568287,45811.28744568287
2025-08,2534 Psychiatrists,85,2,45761.4504349537,45677.95193383102
2025-08,2514 Optometrists and Orthoptists,80,3,45828.73601728009,45589.70330274306
2025-08,2514 Optometrists and Orthoptists,85,1,45695.86096478009,45695.86096478009
2025-08,2535 Surgeons,85,1,45710.808995405096,45710.808995405096
2025-08,2526 Podiatrists,80,1,45810.893828472224,45810.893828472224
2025-08,2526 Podiatrists,90,2,45520.92722815972,45516.09383521991
2024-11,2613 Software and Applications Programmers,95,436,45602.68008668981,44875.549867939815
2024-11,2613 Software and Applications Programmers,90,244,45602.629799884264,44877.33730894676
2024-11,2613 Software and Applications Programmers,85,8,44915.36191253472,44883.63978923611
2024-11,2613 Software and Applications Programmers,100,51,45593.806548726854,44904.73413159722
2024-11,2613 Software and Applications Programmers,105,4,45574.68167789352,45401.92913869213
2024-11,3212 Motor Mechanics,95,4,45459.54365771991,44904.4194278588
2024-11,3212 Motor Mechanics,90,6,45553.87700061343,44903.686472650465
2024-11,2332 Civil Engineering Professionals,75,164,45602.90386304398,44904.45339841435
2024-11,2332 Civil Engineering Professionals,70,29,45078.95038822917,44901.614160613426
2024-11,2332 Civil Engineering Professionals,80,90,45602.54266994213,44873.40867800926
2024-11,2332 Civil Engineering Professionals,95,20,45574.70829459491,44900.62494513889
2024-11,2332 Civil Engineering Professionals,90,269,45603.24132862269,44886.5469434375
2024-11,2332 Civil Engineering Professionals,85,48,45600.83247025463,44874.849750775466
2024-11,2332 Civil Engineering Professionals,100,1,45531.716317708335,45531.716317708335
2024-11,2332 Civil Engineering Professionals,105,1,45507.91466851852,45507.91466851852
2024-11,2411 Early Childhood (Pre-primary School) Teachers,75,341,45602.48449710648,45016.66432103009
2024-11,2411 Early Childhood (Pre-primary School) Teachers,70,2,45092.45389131944,45072.48817376157
2024-11,2411 Early Childhood (Pre-primary School) Teachers,80,203,45597.59179965278,44873.91620355324
2024-11,2411 Early Childhood (Pre-primary School) Teachers,95,1,45574.541395486114,45574.541395486114
2024-11,2411 Early Childhood (Pre-primary School) Teachers,90,2,45575.89254760416,45466.58851392361
2024-11,2411 Early Childhood (Pre-primary School) Teachers,85,41,45602.86309413194,45279.74875636574
2024-11,2611 ICT Business and Systems Analysts,95,304,45579.6162315625,44880.54541056713
2024-11,2611 ICT Business and Systems Analysts,110,1,45495.624203506944,45495.624203506944
2024-11,2611 ICT Business and Systems Analysts,100,34,45562.10480528935,44904.78301099537
2024-11,2211 Accountants,95,298,45598.6058221875,44879.82417619213
2024-11,2211 Accountants,90,111,45601.73492025463,44874.65495054398
2024-11,2211 Accountants,85,4,44910.578032060184,44904.8277752662
2024-11,2211 Accountants,100,37,45565.531135150464,44903.913853969905
2024-11,2344 Geologists Geophysicists and Hydrogeologists,90,3,45563.70019394676,45421.99573707176
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",95,167,45570.410383912036,44883.790401736114
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",100,3,45565.74873880787,44908.99124869213
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,15,45559.45804394676,44903.71811072917
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,290,45601.824614930556,44903.76065952546
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,34,44915.54328730324,44903.46813359954
2024-11,2345 Life Scientists,95,8,45571.92932769676,45051.58936273148
2024-11,2345 Life Scientists,90,53,45583.59232357639,44904.97943912037
2024-11,2345 Life Scientists,100,5,45596.612372337964,45447.647194641206
2024-11,2345 Life Scientists,105,2,45570.4573818287,45354.71300520834
2024-11,"2335 Industrial, Mechanical and Production Engineers",95,28,45585.910592326385,44903.497374687504
2024-11,"2335 Industrial, Mechanical and Production Engineers",90,327,45602.83255532407,44872.474692592594
2024-11,"2335 Industrial, Mechanical and Production Engineers",85,23,44915.63151284722,44873.481329166665
2024-11,"2335 Industrial, Mechanical and Production Engineers",100,2,45546.7210565162,45412.557827743054
2024-11,2339 Other Engineering Professionals,95,12,45568.73286697917,44903.79347415509
2024-11,2339 Other Engineering Professionals,90,236,45599.76647584491,44873.44698318287
2024-11,2339 Other Engineering Professionals,85,19,44915.57984479167,44872.47322079861
2024-11,2339 Other Engineering Professionals,100,3,45601.852377233794,45280.79323263889
2024-11,2339 Other Engineering Professionals,105,1,45531.483466122685,45531.483466122685
2024-11,2341 Agricultural and Forestry Scientists,95,5,45576.45447175926,45149.67766901621
2024-11,2341 Agricultural and Forestry Scientists,90,23,45573.59640555555,44913.815383877314
2024-11,2341 Agricultural and Forestry Scientists,85,2,44912.67315188657,44896.4643133912
2024-11,2341 Agricultural and Forestry Scientists,100,2,45560.1273212963,45140.987646608795
2024-11,2341 Agricultural and Forestry Scientists,105,1,45566.24058680556,45566.24058680556
2024-11,2544 Registered Nurses,75,641,45603.3748457176,44887.762469560184
2024-11,2544 Registered Nurses,70,8,45086.81897565972,45071.66662337963
2024-11,2544 Registered Nurses,80,126,45600.76722743055,45273.516729016206
2024-11,2544 Registered Nurses,95,1,45358.70922719907,45358.70922719907
2024-11,2544 Registered Nurses,90,7,45600.98729614583,45321.523676701385
2024-11,2544 Registered Nurses,85,36,45593.96181403935,45279.05301478009
2024-11,2544 Registered Nurses,100,2,45565.279126469904,45499.76166130787
2024-11,2544 Registered Nurses,105,1,45545.488619097225,45545.488619097225
2024-11,3513 Chefs,95,1,45559.41413075232,45559.41413075232
2024-11,3513 Chefs,90,53,45597.73986195602,44875.606927430556
2024-11,3513 Chefs,85,1,44890.979057557866,44890.979057557866
2024-11,3513 Chefs,100,1,45540.96098070602,45540.96098070602
2024-11,2334 Electronics Engineers,95,12,45590.382306747684,45019.86499386574
2024-11,2334 Electronics Engineers,90,77,45601.48567858797,44903.74926646991
2024-11,2334 Electronics Engineers,85,8,44914.77551709491,44881.66602858796
2024-11,2334 Electronics Engineers,100,2,45590.53563356481,45081.812397534726
2024-11,3232 Metal Fitters and Machinists,90,1,44920.68568086805,44920.68568086805
2024-11,2631 Computer Network Professionals,95,94,45566.996841817134,44892.846047534724
2024-11,2631 Computer Network Professionals,100,6,45543.6515409375,44908.75721041667
2024-11,"2342 Chemists, and Food and Wine Scientists",90,27,45593.72729065972,44874.601936886575
2024-11,"2342 Chemists, and Food and Wine Scientists",100,1,45397.92288417824,45397.92288417824
2024-11,2713 Solicitors,95,4,45282.21060590278,44945.147523761574
2024-11,2713 Solicitors,90,61,45568.366936770835,44903.679578090276
2024-11,2713 Solicitors,85,1,44909.33608287037,44909.33608287037
2024-11,2331 Chemical and Materials Engineers,95,11,45590.86223429398,45075.635977314814
2024-11,2331 Chemical and Materials Engineers,90,57,45589.79210038194,44891.51903869213
2024-11,2331 Chemical and Materials Engineers,85,5,44910.49195494213,44877.43253460648
2024-11,2331 Chemical and Materials Engineers,100,3,45555.56535636574,45531.47379108796
2024-11,3123 Electrical Engineering Draftspersons and Technicians,90,1,45494.45075181713,45494.45075181713
2024-11,2333 Electrical Engineers,95,10,45559.65389174769,44883.89155431713
2024-11,2333 Electrical Engineers,90,117,45590.57188541666,44881.612463391204
2024-11,2333 Electrical Engineers,85,6,44907.893776585646,44873.681422187496
2024-11,2321 Architects and Landscape Architects,75,143,45601.70973163194,44872.526590625
2024-11,2321 Architects and Landscape Architects,70,24,45085.902370104166,44872.779725266206
2024-11,2321 Architects and Landscape Architects,80,70,45595.894166666665,44876.61219313658
2024-11,2321 Architects and Landscape Architects,95,1,45546.86149505787,45546.86149505787
2024-11,2321 Architects and Landscape Architects,90,6,45566.546214699076,45100.74024267361
2024-11,2321 Architects and Landscape Architects,85,26,45601.67800150463,44903.85335347222
2024-11,2321 Architects and Landscape Architects,105,1,45527.29932650463,45527.29932650463
2024-11,2531 General Practitioners and Resident Medical officers,75,47,45597.7773224537,45145.80953452546
2024-11,2531 General Practitioners and Resident Medical officers,80,36,45603.36962716435,45314.425912349536
2024-11,2531 General Practitioners and Resident Medical officers,90,3,45543.88872141203,45510.06246137731
2024-11,2531 General Practitioners and Resident Medical officers,85,15,45596.959355706014,45483.769189004626
2024-11,2531 General Practitioners and Resident Medical officers,110,1,45518.32723009259,45518.32723009259
2024-11,2247 Management and Organisation Analysts,95,4,45588.864849537036,45075.71782021991
2024-11,2247 Management and Organisation Analysts,90,28,45600.98049548611,44943.553712037035
2024-11,2247 Management and Organisation Analysts,85,1,44912.66629853009,44912.66629853009
